Categoria-1,Ref,OLDRS,RS,RAWQP,QP,MediaGrezza,Anno,Nome,Classificazione,Denominazione,Produttore,Regione,Valutazione,Prezzo,Composizione,Abbinamento,Menzioni,PunteggioMedio,ValutazioneAIS,AIS,ValutazioneGR,GR,Tipologia,Alcol,Bottiglie,Affinamento,Descrizione,Note,PunteggioGuida3,PunteggioGuida4,PunteggioGuida5,PunteggioGuida6,PunteggioGuida7,Nazione,Entry,Millesimo,Tecnica,Zucchero
,0000356,,,,,,2018,Chianti Classico Gran Selezione Vigna Grospoli,DOCG,Chianti Classico,Lamole Di Lamole,Toscana,4,45-49,Sangiovese 100%,Fagiano in agrodolce,Gran Selezione,89,,89,,na,Rosso fermo,14.5,8k,18 mesi in botte,"Il carminio intenso e complesso emana profumi fruttati maturi e freschi, balsamici e accattivanti, ingolositi da lontane note di cioccolato al latte e custard di arance. Anche il sorso è un ossi- moro: morbido nonostante la vivace astringenza, esplode fresco e caldo, equilibrato, persistente, pronto.",,na,na,na,na,na,Italia,2,,,
,0000356-1,2.00,15,0.32,#DIV/0!,4.0,,Chianti Classico Gran Selezione Vigna Grospoli,DOCG,Chianti Classico,Lamole Di Lamole,Toscana,4★,45-49,Sangiovese 100%,Spezzatino di guancia in umido – Fagiano in agrodolce,Gran Selezione,na,,na,,na,Rosso fermo,14.5,1k-8k,18-36 mesi in botti di varie dimensioni,,,na,na,na,na,na,Italia,1,,,
,0000357,,,,,,2016,Chianti Classico Gran Selezione Vigneto Di Campolungo,DOCG,Chianti Classico,Lamole Di Lamole,Toscana,3,30-34,Sangiovese 95% – Cabernet Sauvignon 5%,Agnello al timo,Gran Selezione,87,,87,,na,Rosso fermo,14,20k,30 mesi in botte grande,"Rubino compatto. Profuma di ciliegia,  pot-pourri, prugna, radice di liquirizia, china e rabarbaro; compaiono in seguito chinotto, anice e grafite. Al gusto si avverte una prevalenza dei tannini ancora non completamente integrati; sfuma con una sottile scia amaricante. ",,na,na,na,na,na,Italia,2,,,
,0000357,,,,,,2017,Chianti Classico Gran Selezione Vigneto Di Campolungo,DOCG,Chianti Classico,Lamole Di Lamole,Toscana,3,35-39,Sangiovese 100%,nd,Gran Selezione,88,,88,,na,Rosso fermo,14.5,6k,36 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0000357-1,0.68,5,0.14,#DIV/0!,3.0,,Chianti Classico Gran Selezione Vigneto Di Campolungo,DOCG,Chianti Classico,Lamole Di Lamole,Toscana,3★,35-39,Sangiovese – Cabernet Sauvignon,Agnello al timo,Gran Selezione,na,,na,,na,Rosso fermo,14.5,6k-20k,30-36 mesi in botti di varie dimensioni,,,na,na,na,na,na,Italia,1,,,
,0000360,,,,,,2019,Chianti Classico Maggiolo,DOCG,Chianti Classico,Lamole Di Lamole,Toscana,2,15-19,Sangiovese 85% – Merlot 8% – Cabernet Sauvignon 7%,nd,,84,,84,,na,Rosso fermo,13.5,90k,15 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0000360-1,0.12,1,0.05,#DIV/0!,2.0,,Chianti Classico Maggiolo,DOCG,Chianti Classico,Lamole Di Lamole,Toscana,2★,15-19,Sangiovese 85% – Merlot 8% – Cabernet Sauvignon 7%,nd,,na,,na,,na,Rosso fermo,13.5,90k,15 mesi in botte,,,na,na,na,na,na,Italia,1,,,
,0000361,,,,,,2016,Chianti Classico Riserva,DOCG,Chianti Classico,Lamole Di Lamole,Toscana,4,25-29,Sangiovese 95% – Altri,Etrusca alla brace,Riserva,89,,89,,na,Rosso fermo,13.5,35k,24 mesi in botte grande,"Rubino concentrato e vivace. Libera sentori di mora, susina, mallo di noce, lavanda, tracce ferrose e bacche di ginepro, con refoli di pepe nero, chiodi di garofano ed erbe aromatiche. Il sorso appaga nell'integrazione tra freschezza di agrume rosso, trama tannica garbata e alcol non invadente. Di buona persistenza. ",,na,na,na,na,na,Italia,2,,,
,0000361-1,1.00,8,0.28,#DIV/0!,4.0,,Chianti Classico Riserva,DOCG,Chianti Classico,Lamole Di Lamole,Toscana,4★,25-29,Sangiovese 95% – Altri,Etrusca alla brace,Riserva,na,,na,,na,Rosso fermo,13.5,35k,24 mesi in botte grande,,,na,na,na,na,na,Italia,1,,,
,0000365,,,,,,2012,Chianti Classico Riserva Castello Di Lamole,DOCG,Chianti Classico,Lamole Di Lamole,Toscana,3,25-29,Sangiovese 100%,nd,,86,,86,,na,Rosso fermo,14,1k,?,,,na,na,na,na,na,Italia,2,,,
,0000365-1,0.34,3,0.09,#DIV/0!,3.0,,Chianti Classico Riserva Castello Di Lamole,DOCG,Chianti Classico,Lamole Di Lamole,Toscana,3★,25-29,Sangiovese 100%,nd,,na,,na,,na,Rosso fermo,14,1k,?,,,na,na,na,na,na,Italia,1,,,
,0000358,,,,,,2018,Chianti Classico Riserva Lareale,DOCG,Chianti Classico,Lamole Di Lamole,Toscana,3,25-29,Sangiovese 95% – Canaiolo 5%,nd,Riserva,86,,86,,na,Rosso fermo,14.5,30k,24 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0000358-1,0.34,3,0.09,#DIV/0!,3.0,,Chianti Classico Riserva Lareale,DOCG,Chianti Classico,Lamole Di Lamole,Toscana,3★,25-29,Sangiovese 95% – Canaiolo 5%,nd,Riserva,na,,na,,na,Rosso fermo,14.5,30k,24 mesi in botte,,,na,na,na,na,na,Italia,1,,,
,0001880,,,,,,2015,Chianti Puro,DOCG,Chianti,Lavacchio,Toscana,1,10-14,Sangiovese 100%,nd,,79,,79,,na,Rosso fermo,13.5,60k,3 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0001880,,,,,,2016,Chianti Puro,DOCG,Chianti,Lavacchio,Toscana,1,10-14,Sangiovese 100%,nd,,79,,79,,na,Rosso fermo,13.5,110k,3 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0001880,,,,,,2017,Chianti Puro,DOCG,Chianti,Lavacchio,Toscana,1,10-14,Sangiovese 100%,nd,,79,,79,,na,Rosso fermo,13.5,6k,3 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0001880,,,,,,2018,Chianti Puro,DOCG,Chianti,Lavacchio,Toscana,1,10-14,Sangiovese 100%,nd,,79,,79,,na,Rosso fermo,13.5,60k,3 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0001880,,,,,,2019,Chianti Puro,DOCG,Chianti,Lavacchio,Toscana,2,10-14,Sangiovese 100%,nd,,82,,82,,na,Rosso fermo,13.5,30k,3 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,00001880-1,0.13,1,0.08,3,1.2,,Chianti Puro,DOCG,Chianti,Lavacchio,Toscana,1★-2★,10-14,Sangiovese 100%,nd,,na,,na,,na,Rosso fermo,13.5,6k-110k,3 mesi in acciaio,,,na,na,na,na,na,Italia,1,,,
,0001881,,,,,,2014,Chianti Riserva Puro,DOCG,Chianti,Lavacchio,Toscana,1,15-19,Sangiovese 100%,nd,Riserva,79,,79,,na,Rosso fermo,13.5,3k,-,,,na,na,na,na,na,Italia,2,,,
,0001881,,,,,,2015,Chianti Riserva Puro,DOCG,Chianti,Lavacchio,Toscana,2,15-19,Sangiovese 95% – Altri 5%,nd,Riserva,82,,82,,na,Rosso fermo,13.5,10k,-,,,na,na,na,na,na,Italia,2,,,
,0001881,,,,,,2016,Chianti Riserva Puro,DOCG,Chianti,Lavacchio,Toscana,1,10-14,Sangiovese 100%,nd,Riserva,79,,79,,na,Rosso fermo,13.5,6k,-,,,na,na,na,na,na,Italia,2,,,
,00001881-1,0.12,1,0.08,3,1.3,,Chianti Riserva Puro,DOCG,Chianti,Lavacchio,Toscana,1★-2★,10-14,Sangiovese – Altri,nd,Riserva,na,,na,,na,Rosso fermo,13.5,3k-10k,-,,,na,na,na,na,na,Italia,1,,,
,0001879,,,,,,2014,Chianti Rufina Cedro,DOCG,Chianti,Lavacchio,Toscana,2,10-14,Sangiovese 90% – Canaiolo 5% – Ciliegiolo 5%,nd,Rufina,81,,81,,na,Rosso fermo,14,30k,6 mesi in acciaio + 8 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0001879,,,,,,2015,Chianti Rufina Cedro,DOCG,Chianti,Lavacchio,Toscana,2,10-14,Sangiovese 90% – Canaiolo 5% – Ciliegiolo 5%,nd,Rufina,82,,82,,na,Rosso fermo,13.5,25k,6 mesi in acciaio + 8 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0001879,,,,,,2016,Chianti Rufina Cedro,DOCG,Chianti,Lavacchio,Toscana,2,10-14,Sangiovese 90% – Canaiolo 5% – Ciliegiolo 5%,nd,Rufina,82,,82,,na,Rosso fermo,13.5,40k,6 mesi in acciaio + 8 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0001879,,,,,,2017,Chianti Rufina Cedro,DOCG,Chianti,Lavacchio,Toscana,2,10-14,Sangiovese 90% – Canaiolo 5% – Ciliegiolo 5%,Trippa alla fiorentina,Rufina,83,,83,,na,Rosso fermo,13.5,25k,6 mesi in acciaio + 8 mesi in botte,"Colore rubino lieve. Profuma di ciliegia,iris, cioccolato, noce moscata, pepe neroe liquirizia. Il sorso è fresco, con tanninocesellato. Discreta lunghezza con chiusuraspeziata di bacca di ginepro. Riposa incontenitori di legno da 35 ettolitri per 8 mesi.",,na,na,na,na,na,Italia,2,,,
,0001879,,,,,,2018,Chianti Rufina Cedro,DOCG,Chianti,Lavacchio,Toscana,2,10-14,Sangiovese 90% – Canaiolo 5% – Ciliegiolo 5%,Pasta salsiccia e friarielli,Rufina,84,,84,,na,Rosso fermo,13.5,40k,6 mesi in acciaio + 8 mesi in botte,"Tessitura rubino lucente. Richiami di lampone,iris e alloro sono arricchiti da chiodi di garofanoe cuoio. Il frutto è dominante, con tanninivellutati e discreta lunghezza su una sciaminerale. Riposa in acciaio per 3 mesi, poi inlegno per 8 mesi.",,na,na,na,na,na,Italia,2,,,
,0001879,,,,,,2019,Chianti Rufina Cedro,DOCG,Chianti,Lavacchio,Toscana,3,10-14,Sangiovese 90% – Canaiolo 5% – Ciliegiolo 5%,Tagliata di manzo,Rufina,86,,86,,na,Rosso fermo,13.5,30k,6 mesi in acciaio + 8 mesi in botte,"Luminosa tessitura rubino tenue. I profumi variano da mora digelso, mirtillo e viola mammola, a menta, eucalipto e grafite. Fre-sco e gustoso in bocca con tannino di ottima fattura, lungo e av-volgente con ritorni di frutti di bosco. ",,na,na,na,na,na,Italia,2,,,
,00001879-1,0.92,7,0.58,24,2.2,,Chianti Rufina Cedro,DOCG,Chianti,Lavacchio,Toscana,2★-3★,10-14,Sangiovese 90% – Canaiolo 5% – Ciliegiolo 5%,Trippa alla fiorentina – Pasta salsiccia e friarielli – Tagliata di manzo,Rufina,na,,na,,na,Rosso fermo,13.5,25k-40k,6 mesi in acciaio + 8 mesi in botte,,,na,na,na,na,na,Italia,1,,,
,0001882,,,,,,2009,Chianti Rufina Ludiè,DOCG,Chianti,Lavacchio,Toscana,3,55-59,Sangiovese 100%,Sella di capriolo al ginepro,Rufina,87,,87,,na,Rosso fermo,14,2k,24 mesi in botte,"Colore rosso rubino intenso con riflessigranato. Il ricco profilo olfattivo esprimeprofumi di marasca sotto spirito, iris appassito,cardamomo e cioccolato, avvolti in un'aurabalsamica orientaleggiante di anice, eucalipto,carcadè e incenso. Assaggio elegante conbuona lunghezza e ritorni di prugna e liquirizia.Riposa per 24 mesi in barrique, poi altri 24 inbottiglia.",,na,na,na,na,na,Italia,2,,,
,0001882,,,,,,2011,Chianti Rufina Ludiè,DOCG,Chianti,Lavacchio,Toscana,3,55-59,Sangiovese 100%,Guancia di manzo brasata,Rufina,86,,86,,na,Rosso fermo,15.5,2k,18 mesi in botte,"Veste rubino con accenni granato luminoso.Profumrni variegati ed eleganti che da unabase di prugna e glicine spaziano su china,cioccolato, bacche di ginepro, incenso, caffèe stecco di liquirizia. Ingresso prorompente,con buona integrazione delle componenti cheesaltano la freschezza e il finale speziato. Sostaper 18 mesi in botti grandi e per altri 12 inbottiglia.",,na,na,na,na,na,Italia,2,,,
,0001882,,,,,,2012,Chianti Rufina Ludiè,DOCG,Chianti,Lavacchio,Toscana,3,55-59,Sangiovese 100%,Agnello in umido,Rufina,87,,87,,na,Rosso fermo,15,2k,24 mesi in botte,"Manto rubino con riflessi granato. | profumisono fini e spaziano da confettura di lamponee cioccolato a cardamomo, mentolo, anice etamarindo. In bocca il tannino è graffiante e dicarattere, palesando un bilanciamento ancorada compiere. Persistente e gustoso, dallachiusura fruttata. Riposa in acciaio per 3 mesi,poi per 2 anni in botti di rovere; affina per 6mesi in bottiglia.",,na,na,na,na,na,Italia,2,,,
,0001882,,,,,,2013,Chianti Rufina Ludiè,DOCG,Chianti,Lavacchio,Toscana,3,55-59,Sangiovese 100%,Braciole al pomodoro,Rufina,86,,86,,na,Rosso fermo,15,2k,24 mesi in botte,"Rubino luminoso che vira al granato. Ilraffinato ventaglio olfattivo spazia darichiami di cardamomo, chiodi di garofano ecipria a marasca, petali di rosa, sottobosco.All'assaggio il tannino è scalpitante,accompagnato da buona acidità e lungapersistenza che lascia una scia di confettura dimirtillo. Matura in botti di legno da 15 ettolitriper 24 mesi.",,na,na,na,na,na,Italia,2,,,
,0001882,,,,,,2015,Chianti Rufina Ludiè,DOCG,Chianti,Lavacchio,Toscana,3,55-59,Sangiovese 100%,Spezzatino di manzo con piselli,Rufina,86,,86,,na,Rosso fermo,14.5,2k,24 mesi in botte,"Vivace rubino dotato di media intensità.L'impatto olfattivo è contrassegnato da ricordidi mentolo, mirtillo e viola in appassimento,seguiti da noce moscata, alloro e polveredi cacao. La freschezza è in evidenza e siaccompagna a un tannino di ottima fattura,che conduce a un frutto scuro, protraendosi inun lungo finale. Matura in legno per 24 mesi eaffina in bottiglia per 12 mesi",,na,na,na,na,na,Italia,2,,,
,00001882-1,1.69,13,0.22,9,3.0,,Chianti Rufina Ludiè,DOCG,Chianti,Lavacchio,Toscana,3★,55-59,Sangiovese 100%,Sella di capriolo al ginepro – Guancia di manzo brasata – Agnello in umido – Braciole al pomodoro – Spezzatino di manzo con piselli,Rufina,na,,na,,na,Rosso fermo,14.5,2k,18-24 mesi in botte,,,na,na,na,na,na,Italia,1,,,
,0001883,,,,,,2011,Chianti Rufina Riserva Cedro,DOCG,Chianti,Lavacchio,Toscana,2,15-19,Sangiovese 90% – Merlot 10%,Agnello a scottadito,Rufina – Riserva,82,,82,,na,Rosso fermo,14,18k,18 mesi in barrique,"Aspetto rubino compatto con riflessi granato.Richiami di composta di prugna, ciliegia,viola mammola, felce, anice, tabacco, cuoio enote boisé. Gusto ricco con ritorno di mora ecioccolato. Riposa per 18 mesi in barrique.",,na,na,na,na,na,Italia,2,,,
,0001883,,,,,,2013,Chianti Rufina Riserva Cedro,DOCG,Chianti,Lavacchio,Toscana,3,15-19,Sangiovese 90% – Merlot 10%,Spezzatino di manzo al pepe nero,Rufina – Riserva,85,,85,,na,Rosso fermo,14.5,20k,18 mesi in barrique,"Rubino vivace e trasparente. Nota florealedi viola e iris, seguita da richiami di mirtillo,macchia mediterranea, pepe bianco,maggiorana e cardamomo. Buona acidità etannino graffiante, persistenza con ritorno inchiusura di frutti di bosco. In botti grandi per 18mesi e in bottiglia per 6.",,na,na,na,na,na,Italia,2,,,
,0001883,,,,,,2015,Chianti Rufina Riserva Cedro,DOCG,Chianti,Lavacchio,Toscana,3,15-19,Sangiovese 90% – Merlot 10%,Carrè di maiale al mirto,Rufina – Riserva,85,,85,,na,Rosso fermo,14,20k,18 mesi in barrique,"Veste rubino luminoso con accenni granato.L'olfatto regala richiami di prugna, rosa, chiodidi garofano, con aromi di liquirizia, tabaccoe legno di cedro. Ingresso fresco e vibrante,di lunga progressione. Sosta per 3 mesi inacciaio e per 18 in botti di varie dimensioni,completando il suo percorso con 6 mesi diaffinamento in bottiglia.",,na,na,na,na,na,Italia,2,,,
,0001883,,,,,,2016,Chianti Rufina Riserva Cedro,DOCG,Chianti,Lavacchio,Toscana,2,15-19,Sangiovese 90% – Merlot 10%,nd,Rufina – Riserva,83,,83,,na,Rosso fermo,14,25k,18 mesi in barrique,,,na,na,na,na,na,Italia,2,,,
,00001883-1,0.91,7,0.40,17,2.5,,Chianti Rufina Riserva Cedro,DOCG,Chianti,Lavacchio,Toscana,2★-3★,15-19,Sangiovese 90% – Merlot 10%,Agnello a scottadito – Spezzatino di manzo al pepe nero – Carrè di maiale al mirto,Rufina – Riserva,na,,na,,na,Rosso fermo,14,18k-25k,18 mesi in barrique,,,na,na,na,na,na,Italia,1,,,
,0001796,,,,,,2014,Vino Nobile Di Montepulciano,DOCG,Vino Nobile Di Montepulciano,Le Bèrne,Toscana,3,15-19,Sangiovese 100%,Spiedini di carne mista,,86,,86,,na,Rosso fermo,14,22k,6 mesi in acciaio + 18 mesi in barrique,"Rubino intenso con lieve tendenza al granato. Apre su profumi di ciliegia e frutti di bosco; poi una sobria speziatura fatta di chiodi di garofano, cardamomo e pepe rosa anticipa  un ricordo finale che richiama sentori di sottobosco e foglia di tè essiccata. In bocca l'intelaiatura tannica vellutata è ben sorretta dalla componente alcolica, che sfuma in un finale di media lunghezza con ritorni speziati. Riposa per 18 mesi in legni di varie dimensioni ",,na,na,na,na,na,Italia,2,,,
,0001796,,,,,,2015,Vino Nobile Di Montepulciano,DOCG,Vino Nobile Di Montepulciano,Le Bèrne,Toscana,3,15-19,Sangiovese 100%,Spezzatino di manzo,,86,,86,,na,Rosso fermo,15,23k,6 mesi in acciaio + 18 mesi in barrique,"Rubino con accennata tendenza granato. Esordio di petali di rosa appassita e ciliegia sotto spirito, con refoli rinfrescanti di macchia mediterranea, e una blanda speziatura di pepe nero nel finale. Vino di struttura, bilanciato nelle sue componenti, con tannino levigato e scia sapida finale. Riposa per 24 mesi fra botti grandi e barrique. ",,na,na,na,na,na,Italia,2,,,
,0001796,,,,,,2016,Vino Nobile Di Montepulciano,DOCG,Vino Nobile Di Montepulciano,Le Bèrne,Toscana,3,15-19,Sangiovese 100%,Risotto al colombaccio,,86,,86,,na,Rosso fermo,14,25k,6 mesi in acciaio + 18 mesi in barrique,"Rubino vivace di media trasparenza. Incipit olfattivo su riconoscimenti di confettura  di ribes nero, amarena sotto spirito, viola appassita e sottobosco, abbracciati da  soffi di muschio, cuoio, rabarbaro e cacao. Avvolgente al palato, con una tensione impressa da freschezza e dal nobile tannino, che accompagnano a una chiusura agrumata. Il 60 per cento matura in botte grande, mentre la parte restante in barrique per 20 mesi. ",,na,na,na,na,na,Italia,2,,,
,0001796,,,,,,2017,Vino Nobile Di Montepulciano,DOCG,Vino Nobile Di Montepulciano,Le Bèrne,Toscana,3,15-19,Sangiovese 100%,Pappardelle al sugo d'anatra,,86,,86,,na,Rosso fermo,14,25k,6 mesi in acciaio + 18 mesi in barrique,,,na,na,na,na,na,Italia,2,,,
,0001796,,,,,,2018,Vino Nobile Di Montepulciano,DOCG,Vino Nobile Di Montepulciano,Le Bèrne,Toscana,3,15-19,Sangiovese 100%,nd,,86,,86,,na,Rosso fermo,14,20k,30 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,00001796-1,1.69,11,0.63,14,3.0,,Vino Nobile Di Montepulciano,DOCG,Vino Nobile Di Montepulciano,Le Bèrne,Toscana,3★,15-19,Sangiovese 100%,Spiedini di carne mista – Spezzatino di manzo – Risotto al colombaccio – Pappardelle al sugo d'anatra,,na,,na,,na,Rosso fermo,14,20k-25k,6 mesi in acciaio + 18 mesi in barrique o 30 mesi in botte,,,na,na,na,na,na,Italia,1,,,
,0001795,,,,,,2013,Vino Nobile Di Montepulciano Riserva,DOCG,Vino Nobile Di Montepulciano,Le Bèrne,Toscana,3,25-29,Sangiovese 97% – Colorino 3%,Agnello in umido con finocchio selvatico,Riserva,86,,86,,na,Rosso fermo,15,4k,6 mesi in acciaio + 30 mesi in botte,"Rosso rubino pieno con bordo granato. Gradevole impatto iniziale di ciliegie in confettura e petali di glicine appassiti, seguiti da sentori leggermente boisé, cioccolato fondente, liquirizia e una scia minerale ferrosa. L'ingresso al palato è caldo, ma una vivace freschezza riesce a equilibrare lo sviluppo  del sorso. Tannini abbastanza integrati e una soddisfacente persistenza segnano il finale dai rimandi agrumati. Maturazione di 30 mesi tra barrique e tonneau ",,na,na,na,na,na,Italia,2,,,
,0001795,,,,,,2015,Vino Nobile Di Montepulciano Riserva,DOCG,Vino Nobile Di Montepulciano,Le Bèrne,Toscana,3,25-29,Sangiovese 95% – Colorino 5%,Tagliata alla Robespierre,Riserva,86,,86,,na,Rosso fermo,15,4k,6 mesi in acciaio + 30 mesi in botte,"Da una splendida livrea rubino compatto  si fanno strada accattivanti suggestioni di crème de cassis, mirto, resina di pino, china, tamarindo, prugna e ciliegia, intrecciati a cacao, tabacco, vaniglia e chiodi di garofano. Ottimo sviluppo gustativo, ricco di freschezza e dal tannino ancora in evoluzione. Esprime persistenza con un ritorno finale di ciliegia sotto spirito. Di indiscussa longevità. Il 40 per cento della massa matura in botti da 10 a 25 ettolitri, il resto in barrique per 28 mesi. ",,na,na,na,na,na,Italia,2,,,
,0001795,,,,,,2016,Vino Nobile Di Montepulciano Riserva,DOCG,Vino Nobile Di Montepulciano,Le Bèrne,Toscana,3,25-29,Sangiovese 97% – Colorino 3%,Peposo all'imprunetina,Riserva,86,,86,,na,Rosso fermo,15,4k,6 mesi in acciaio + 30 mesi in botte,"Luminoso rosso rubino intenso. Al naso apre su profumi di amarena in confettura, iris e violetta leggermente appassita; seguono sentori di incenso e chiodi di garofano, e, da ultimo,  di sottobosco, china e stecco di liquirizia. In bocca è ampio e ricco, con un tannino ancora in evoluzione, sorretto da una buona spalla acida. Lunghe suggestioni di menta, timo e rabarbaro. Riposa per 6 mesi in acciaio e per 30 in botti e barrique. ",,na,na,na,na,na,Italia,2,,,
,0001795,,,,,,2017,Vino Nobile Di Montepulciano Riserva,DOCG,Vino Nobile Di Montepulciano,Le Bèrne,Toscana,4,25-29,Sangiovese 97% – Colorino 3%,Lepre in casseruola,Riserva,89,,89,,na,Rosso fermo,14,5k,6 mesi in acciaio + 30 mesi in botte,"Carminio vivace. Naso intrigante e ampio che spazia dal floreale a note empireumatiche e speziate: violetta, arancia, mora, erbe bal- samiche, sottobosco, cioccolato al latte, cannella. In bocca fresco con un tannino non ancora ben integrato che suggerisce un’evo- luzione interessante. Persistenza elevata.",,na,na,na,na,na,Italia,2,,,
,00001795-1,2.02,13,0.47,11,3.3,,Vino Nobile Di Montepulciano Riserva,DOCG,Vino Nobile Di Montepulciano,Le Bèrne,Toscana,3★-4★,25-29,Sangiovese – Colorino,Agnello in umido con finocchio selvatico – Tagliata alla Robespierre – Peposo all'imprunetina – Lepre in casseruola,Riserva,na,,na,,na,Rosso fermo,14,4k-5k,6 mesi in acciaio + 30 mesi in botte,,,na,na,na,na,na,Italia,1,,,
