Categoria-1,Ref,Tipologia,OLDVSCORE,VScore,RAWQP,QP,MediaGrezza,Valutazione,PunteggioMedio,ValutazioneAIS,AIS,ValutazioneGR,GR,Anno,Produttore,Nome,Denominazione,Menzioni,Classificazione,Regione,Prezzo,Composizione,Alcol,Bottiglie,Abbinamento,Affinamento,Descrizione,Note,PunteggioGuida3,PunteggioGuida4,PunteggioGuida5,PunteggioGuida6,PunteggioGuida7,Nazione,Entry,Millesimo,Tecnica,Zucchero
,0001984,Rosso Fermo,,,,,,4,89,4,89,nd,nd,2014,La Vrille,Valle D'Aosta Pinot Noir,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,15-19,Pinot nero 100%,13,2k,Carrè d'agnello in salsa verde,7 mesi in acciaio + 15 mesi in botte,"Rosso rubino vivace. Si apre subito con speziatura di noce moscata e chiodi di garofano. In un secondo momento risveglia effluvi complessi ed eleganti di ciliegia, tabacco, terra battuta e muschio verde. Assaggio rinfrescante condito da ricordi di piccoli frutti rossi di bosco, cacao e caffè. Trama tannica pregevole e sofisticata. Fermenta e matura in botte di rovere per 15 mesi ",,na,na,na,na,na,Italia,2,,,
,0001984,Rosso Fermo,,,,,,2,83,2,83,nd,nd,2015,La Vrille,Valle D'Aosta Pinot Noir,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,15-19,Pinot nero 100%,13.5,2k,nd,7 mesi in acciaio + 12 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0001984,Rosso Fermo,,,,,,2,84,2,84,nd,nd,2016,La Vrille,Valle D'Aosta Pinot Noir,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,20-24,Pinot nero 100%,13.5,3k,nd,7 mesi in acciaio + 12 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0001984,Rosso Fermo,,,,,,3,86.5,3,85,3,88,2017,La Vrille,Valle D'Aosta Pinot Noir,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,20-24,Pinot nero 100%,13,1k,nd,7 mesi in acciaio + 12 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0001984,Rosso Fermo,,,,,,3,86,3,86,3,86,2018,La Vrille,Valle D'Aosta Pinot Noir,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,15-19,Pinot nero 100%,13.5,1k,nd,7 mesi in acciaio + 12 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0001984-1,Rosso Fermo,2.25,37,2.20,48,2.8,2★-4★,85.9,2★-4★,85.7,3★,87.0,,La Vrille,Valle D'Aosta Pinot Noir,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,15-19,Pinot nero 100%,13.5,1k-3k,Agnolotti di cervo alla demi-glace – Carrè d'agnello in salsa verde,7 mesi in acciaio + 12-15 mesi in botte,,,na,na,na,na,na,Italia,1,,,
,0002264,Rosso Fermo,,,,,,3,86,3,86,3,86,2017,Les Cretes,Valle D'Aosta Pinot Noir Revei,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,40-44,Pinot nero 100%,14.5,1k,Medaglioni di manzo in salsa d'arrosto,18 mesi in botte grande,"Rosso rubino intenso con lampi purpurei. Alnaso una sinfonia di riconoscimenti olfattivi,dal ribes rosso ai lamponi, dalla violetta allarosa selvatica, poi cenni di quarzo e ricordiì ditabacco dolce. La bocca è vitale: convivonofreschezza ed eleganti tannini, per una bevascorrevole e soddisfacente. Completa il sorsoun lungo finale caratterizzato dal ponpelmorosa. Matura per 18 mesi in botti di rovere.",,na,na,na,na,na,Italia,2,,,
,0002264,Rosso Fermo,,,,,,3,88,3,88,nd,nd,2018,Les Cretes,Valle D'Aosta Pinot Noir Revei,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,30-34,Pinot nero 100%,14.5,1k,nd,18 mesi in botte grande,,,na,na,na,na,na,Italia,2,,,
,0002264-1,Rosso Fermo,0.68,11,0.35,8,3.0,3★,86.5,3★,86.4,3★,86.3,,Les Cretes,Valle D'Aosta Pinot Noir Revei,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,30-34,Pinot nero 100%,14.5,1k,Medaglioni di manzo in salsa d'arrosto,18 mesi in botte grande,,,na,na,na,na,na,Italia,1,,,
,0001994,Rosso Fermo,,,,,,2,84,2,84,nd,nd,2015,Les Granges,Valle D'Aosta Pinot Noir,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,15-19,Pinot nero 100%,13,2k,nd,-,,,na,na,na,na,na,Italia,2,,,
,0001994,Rosso Fermo,,,,,,3,85,3,85,nd,nd,2016,Les Granges,Valle D'Aosta Pinot Noir,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,15-19,Pinot nero 100%,13,2k,nd,-,,,na,na,na,na,na,Italia,2,,,
,0001994-1,Rosso Fermo,0.45,8,0.45,10,2.5,2★-3★,nd,2★-3★,nd,nd,nd,,Les Granges,Valle D'Aosta Pinot Noir,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,15-19,Pinot nero 100%,13,2k,nd,-,,,na,na,na,na,na,Italia,1,,,
,0001988,Rosso Fermo,,,,,,3,86,3,86,nd,nd,2015,Lo Triolet,Valle D'Aosta Pinot Noir,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,10-14,Pinot nero 100%,13.5,4k,Tagliolini al ragù di lepre,8 mesi in acciaio,"Rubino chiaro. Profumi di buona intensità, in apertura sottobosco e muschio, poi piccoli frutti rossi e una fragrante nota vegetale. Sorso morbido, che riconduce a sensazioni fruttate, accompagnate da un tannino sottile in chiusura. Fermentazione e maturazione per 8 mesi in acciaio. ",,na,na,na,na,na,Italia,2,,,
,0001988,Rosso Fermo,,,,,,3,86,3,86,nd,nd,2016,Lo Triolet,Valle D'Aosta Pinot Noir,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,15-19,Pinot nero 100%,13.5,5k,Involtini di vitello,8 mesi in acciaio,"Rosso rubino tenue. Profilo olfattivo composto da piccoli frutti rossi, fragoline di bosco, ribes, mirtilli, viola, su uno sfondo speziato di chiodi di garofano e cannella. Al gusto una buona sensazione calorica supportata da freschezza e sapidità introduce tannini fini. In gran parte riposa in acciaio per 8 mesi ",,na,na,na,na,na,Italia,2,,,
,0001988,Rosso Fermo,,,,,,3,86,3,86,nd,nd,2018,Lo Triolet,Valle D'Aosta Pinot Noir,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,15-19,Pinot nero 100%,13.5,6k,nd,8 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0001988-1,Rosso Fermo,1.02,17,1.00,22,3.0,3★,nd,3★,nd,nd,nd,,Lo Triolet,Valle D'Aosta Pinot Noir,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,15-19,Pinot nero 100%,13.5,8k-18k,Tagliolini al ragù di lepre – Involtini di vitello,8 mesi in acciaio,,,na,na,na,na,na,Italia,1,,,
,0001993,Rosso Fermo,,,,,,2,82,2,82,nd,nd,2018,Mai Domi,Valle D'Aosta Pinot Noir,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,25-29,Pinot nero 100%,13.5,1k,Pennette al bleu d'Aoste e mocetta,12 mesi in barrique,"Rosso porpora intenso e vivace. All'olfatto primeggia la frutta rossa, ciliegia e prugna leggermente sciroppate, arancia, poi note delicate floreali di violetta, con qualche accenno balsamico. Sorso dal piglio fresco e dalla beva immediata. Tannini dinamici, buona struttura, chiusura persistente e gradevolmente fruttata. In barrique per 12 mesi. ",,na,na,na,na,na,Italia,2,,,
,0001993-1,Rosso Fermo,0.12,2,0.07,2,2.0,2★,nd,2★,nd,nd,nd,,Mai Domi,Valle D'Aosta Pinot Noir,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,25-29,Pinot nero 100%,13.5,1k,Pennette al bleu d'Aoste e mocetta,12 mesi in barrique,,,na,na,na,na,na,Italia,1,,,
,0001995,Rosso Fermo,,,,,,2,84,2,84,nd,nd,2015,Maison Agricole,Valle D'Aosta Pinot Noir,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,10-14,Pinot nero 100%,13,2k,Lasagnette con ragù d'agnello,7 mesi in acciaio,"Rubino chiaro. Naso fruttato, con amarena  e ribes nero in evidenza, a cui fanno seguito accenni floreali di rosa canina e un'esile nuance di cannella. Palato fresco con tannini delicati, dove affiorano nel finale aromi di fragoline di bosco e di arancia rossa. Tutto in acciaio con maturazione di 7 mesi ",,na,na,na,na,na,Italia,2,,,
,0001995,Rosso Fermo,,,,,,3,85,3,85,nd,nd,2016,Maison Agricole,Valle D'Aosta Pinot Noir,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,10-14,Pinot nero 100%,13,3k,Pollo alla cacciatora con patate,7 mesi in acciaio,"Rosso rubino tenue. Al naso spiccano piccoli frutti di bosco, mirtilli, lamponi e fragoline selvatiche, seguiti da cenni floreali di geranio e un leggero soffio di pepe nero. Assaggio ricco, con tannini levigati e morbidi; finale persistente con ritorni di frutta e spezie. Riposa in acciaio per 7 mesi. ",,na,na,na,na,na,Italia,2,,,
,0001995-1,Rosso Fermo,0.45,8,0.63,14,2.5,2★-3★,nd,2★-3★,nd,nd,nd,,Maison Agricole,Valle D'Aosta Pinot Noir,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,10-14,Pinot nero 100%,13,2k-3k,Lasagnette con ragù d'agnello – Pollo alla cacciatora con patate,7 mesi in acciaio,,,na,na,na,na,na,Italia,1,,,
,0001974,Rosso Fermo,,,,,,5,91,nd,nd,5,91,2013,Maison Anselmet,Valle D'Aosta Pinot Noir Semel Pater,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,45-49,Pinot nero 100%,14,3k,nd,18 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0001974,Rosso Fermo,,,,,,3,87,3,87,nd,nd,2014,Maison Anselmet,Valle D'Aosta Pinot Noir Semel Pater,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,45-49,Pinot nero 100%,14,3k,nd,18 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0001974,Rosso Fermo,,,,,,3,87,3,87,nd,nd,2015,Maison Anselmet,Valle D'Aosta Pinot Noir Semel Pater,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,45-49,Pinot nero 100%,14,2k,Civet di camoscio con polenta,18 mesi in botte,"Rosso rubino vivo. Ingresso speziato, di chiodi di garofano, noce moscata e un accenno di pepe bianco. Seguono cenni fruttati di ciliegia, piccoli frutti rossi, fiori appassiti, liquirizia e tabacco. Sorso pieno e fresco. Ritorni di frutta e spezie accompagnano tannini vellutati. Per 15 mesi in barrique. ",,na,na,na,na,na,Italia,2,,,
,0001974,Rosso Fermo,,,,,,3,86,3,86,nd,nd,2016,Maison Anselmet,Valle D'Aosta Pinot Noir Semel Pater,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,45-49,Pinot nero 100%,13.5,3k,nd,18 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0001974,Rosso Fermo,,,,,,4,90,4,89,5,91,2017,Maison Anselmet,Valle D'Aosta Pinot Noir Semel Pater,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,45-49,Pinot nero 100%,13.5,3k,Costolette d'agnello al timo,12 mesi in barrique,"Veste rubino lucente, con sfumature granato sul bordo. È un caleidoscopio di profumi: fiori e frutti rossi, spezie dolci, liquirizia, china, erbe da amaro, tabacco, cuoio e grafite, con uno sbuffo fumé. Sorso sostenuto da un tannino rifinito e da grande sapidità, che bilanciano alcol e componenti gliceriche; lungo epilogo su una traccia di liquirizia. Matura per 12 mesi in barrique. ",,na,na,na,na,na,Italia,2,,,
,0001974,Rosso Fermo,,,,,,3,88,nd,nd,3,88,2018,Maison Anselmet,Valle D'Aosta Pinot Noir Semel Pater,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,45-49,Pinot nero 100%,14,3k,nd,18 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0001974,Rosso Fermo,,,,,,3,88.5,3,86,5,91,2019,Maison Anselmet,Valle D'Aosta Pinot Noir Semel Pater,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,45-49,Pinot nero 100%,13.5,3k,nd,18 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0001974-1,Rosso Fermo,5.68,95,2.01,44,3.4,3★-5★,88.2,3★-4★,87.0,3★-5★,90.3,,Maison Anselmet,Valle D'Aosta Pinot Noir Semel Pater,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,45-49,Pinot nero 100%,13.5,2k-3k,nd – Costolette d'agnello al timo,12-18 mesi in botte,,,na,na,na,na,na,Italia,1,,,
,0001975,Rosso Fermo,,,,,,3,87,3,87,nd,nd,2015,Maison Anselmet,Valle D'Aosta Pinot Noir Tradition,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,25-29,Pinot nero 100%,13,8k,nd,12 mesi in barrique,,,na,na,na,na,na,Italia,2,,,
,0001975,Rosso Fermo,,,,,,4,89,4,89,nd,nd,2017,Maison Anselmet,Valle D'Aosta Pinot Noir Tradition,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,25-29,Pinot nero 100%,13.5,5k,Filetto ai frutti di bosco,12 mesi in barrique,"Rubino luminoso. Profuma di frutti di bosco  e spezie dolci, seguiti da fiori rossi, tabacco, sentori fumé e ricordi di grafite. Il sorso è fresco e dominato da una verve sapida che rinnova a ogni sorso il piacere della beva,; l'alcol è integrato e il tannino di raro pregio. Sosta in barrique per 12 mesi. ",,na,na,na,na,na,Italia,2,,,
,0001975-1,Rosso Fermo,1.34,22,0.83,18,3.5,3★-4★,nd,3★-4★,nd,nd,nd,,Maison Anselmet,Valle D'Aosta Pinot Noir Tradition,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,25-29,Pinot nero 100%,13.5,5k-8k,Filetto ai frutti di bosco,12-18 mesi in botte,,,na,na,na,na,na,Italia,1,,,
,0001980,Rosso Fermo,,,,,,2,82,2,82,nd,nd,2018,Nicola Del Negro,Valle D'Aosta Pinot Noir,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,10-14,Pinot nero 100%,13.5,1k,nd,-,,,na,na,na,na,na,Italia,2,,,
,0001980-1,Rosso Fermo,0.12,2,0.16,4,2.0,2★,nd,2★,nd,nd,nd,,Nicola Del Negro,Valle D'Aosta Pinot Noir,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,10-14,Pinot nero 100%,13.5,1k,nd,-,,,na,na,na,na,na,Italia,1,,,
,0001979,Rosso Fermo,,,,,,3,86,3,86,nd,nd,2019,Nicola Del Negro,Valle D'Aosta Pinot Noir Laon,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,30-34,Pinot nero 100%,14.5,1k,nd,2 mesi in acciaio + 12 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0001979-1,Rosso Fermo,0.34,6,0.18,4,3.0,3★,nd,3★,nd,nd,nd,,Nicola Del Negro,Valle D'Aosta Pinot Noir Laon,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,30-34,Pinot nero 100%,14.5,1k,nd,2 mesi in acciaio + 12 mesi in botte,,,na,na,na,na,na,Italia,1,,,
,0001990,Rosso Fermo,,,,,,3,86,3,86,nd,nd,2016,Noussan,Valle D'Aosta Pinot Noir,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,15-19,Pinot nero 100%,13,2k,Cotoletta alla valdostana,12 mesi in barrique,"Rubino scuro, intenso, con lampi granato. Avvolgente bouquet olfattivo, con profumi fruttati e speziati: chiodi di garofano e cannella, ciliegia e mora. Al palato sfodera un tannino potente, giovane ma ben integrato. Sorso corposo che sfuma lentamente verso una chiusura speziata. Sosta in barrique per 12 mesi ",,na,na,na,na,na,Italia,2,,,
,0001990,Rosso Fermo,,,,,,3,86,nd,nd,3,86,2017,Noussan,Valle D'Aosta Pinot Noir,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,15-19,Pinot nero 100%,13,2k,,12 mesi in barrique,,,na,na,na,na,na,Italia,2,,,
,0001990-1,Rosso Fermo,0.68,11,0.66,15,3.0,3★,86.0,3★,86.0,3★,86.0,,Noussan,Valle D'Aosta Pinot Noir,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,15-19,Pinot nero 100%,13,2k,Cotoletta alla valdostana,12 mesi in barrique,,,na,na,na,na,na,Italia,1,,,
,0001986,Rosso Fermo,,,,,,3,88,3,88,nd,nd,2014,Ottin,Valle D'Aosta Pinot Noir,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,20-24,Pinot nero 100%,13.5,8k,nd,6 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0001986,Rosso Fermo,,,,,,5,91,5,91,nd,nd,2015,Ottin,Valle D'Aosta Pinot Noir,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,20-24,Pinot nero 100%,13,10k,Salame di cinghiale e fontina,6 mesi in botte,"Il rosso rubino è delicato e di grande vivacità. Colpiscono la trasparenza e il movimento: sembra danzare fra toni più chiari e più scuri, stuzzicando il desiderio di assaggiarlo. Al naso è generoso, esibisce profumi intensi di fiori di campo, muschio e felce umida, resina di pino e terra battuta. Empireumatico ed esaltante. Bocca tosta e avvolgente, polposa, riempie  di emozioni fruttate e floreali accompagnate da un ricordo di tabacco da pipa, Sherry e sottobosco. Finale lunghissimo. Vinificato in botti da 20 ettolitri, dove riposa per 6 mesi, ",,na,na,na,na,na,Italia,2,,,
,0001986,Rosso Fermo,,,,,,4,90,4,90,nd,nd,2016,Ottin,Valle D'Aosta Pinot Noir,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,25-29,Pinot nero 100%,13,18k,Costolette di agnello al vino rosso,10 mesi in botte,"Rosso rubino delicato e lucente. Naso esplosivo: lavanda, rosa, fragolina di bosco e marasca aprono la sinfonia, subito seguite da caramella alla liquirizia, sottobosco, funghi, muschio e cuoio. Il sorso è temperato e accattivante, con prevalenza di toni freschi, accompagnati da una sapidità monumentale. Elegante la struttura, che ingloba il tannino fitto e nobile verso una conclusione all'insegna dell'avvolgenza. Lungo epilogo. Riposa in botti da 20 ettolitri per 10 mesi. ",,na,na,na,na,na,Italia,2,,,
,0001986,Rosso Fermo,,,,,,4,89,4,89,nd,nd,2017,Ottin,Valle D'Aosta Pinot Noir,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,20-24,Pinot nero 100%,13.5,11k,nd,12 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0001986,Rosso Fermo,,,,,,3,87,3,87,nd,nd,2018,Ottin,Valle D'Aosta Pinot Noir,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,20-24,Pinot nero 100%,13.5,15k,nd,12 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0001986,Rosso Fermo,,,,,,3,86,3,86,3,86,2019,Ottin,Valle D'Aosta Pinot Noir,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,20-24,Pinot nero 100%,13.5,15k,nd,12 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0001986-1,Rosso Fermo,6.00,100,4.55,100,3.7,3★-5★,88.5,3★-5★,88.5,3★,86.0,,Ottin,Valle D'Aosta Pinot Noir,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,20-24,Pinot nero 100%,13.5,8k-18k,Salame di cinghiale e fontina – Costolette di agnello al vino rosso,6-12 mesi in botte,,,na,na,na,na,na,Italia,1,,,
,0001985,Rosso Fermo,,,,,,5,91,5,91,nd,nd,2016,Ottin,Valle D'Aosta Pinot Noir L'Emerico,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,50-54,Pinot nero 100%,13.5,3k,Costolette di agnello marinate al forno,18 mesi in botte,"Rosso rubino tenue e luminoso. Impatto olfattivo di grande caratura: dominano i piccoli frutti rossi, poi speziatura dolce di chiodi di garofano, cannella, vaniglia, zenzero, quindi arancia candita, erbe aromatiche e rabarbaro; avvolgente e intenso nelle nuance tostate, balsamiche e minerali. Sorso di grande equilibrio, con tannini particolarmente setosi e avvolgenti; freschezza gustativa e sapidità invitano alla beva e allungano il finale. Fermenta in legno e riposa per 18 mesi in botti da 25 ettolitri ",,na,na,na,na,na,Italia,2,,,
,0001985,Rosso Fermo,,,,,,4,89,4,90,3,88,2017,Ottin,Valle D'Aosta Pinot Noir L'Emerico,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,40-44,Pinot nero 100%,13.5,3k,Filetto di maiale impanato alle noci con salsa al rosmarino,18 mesi in botte,"Rosso granato lucente. ll profilo olfattivo, di grande raffinatezza, esordisce con ribes e altri piccoli frutti rossi, cui fanno seguito evidenti profumi di barbaforte, genziana, liquirizia in bastoncino e ricordi minerali, In bocca la beva non tradisce le aspettative: è fresca, bilanciata da un corpo tonico e sostenuta da una sapidità stuzzicante. Tannini setosi e levigati. Sosta per 18 mesi in botti di legno da 25 ettolitri ",,na,na,na,na,na,Italia,2,,,
,0001985,Rosso Fermo,,,,,,4,90.5,5,95,3,86,2018,Ottin,Valle D'Aosta Pinot Noir L'Emerico,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,40-44,Pinot nero 100%,13.5,3k,Carrè d'agnello alle erbe aromatiche,18 mesi in botte,"Rosso rubino con evoluzioni granato. Ampi riconoscimenti di fio- ri e frutta rossa, poi alloro, erbe da amaro, scorza d'arancia, cioc- colatino alla ciliegia. Straordinaria la progressione in bocca, di elegante trama tannica e avvolgente scia sapida. Sorso lungo e armonioso.",,na,na,na,na,na,Italia,2,,,
,0001985-1,Rosso Fermo,4.98,83,1.98,44,4.3,4★-5★,90.2,4★-5★,92.0,3★,87.0,,Ottin,Valle D'Aosta Pinot Noir L'Emerico,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,40-44,Pinot nero 100%,13.5,3k,Costolette di agnello marinate al forno – Filetto di maiale impanato alle noci con salsa al rosmarino – Carrè d'agnello alle erbe aromatiche,18 mesi in botte,,Prima annata 2016,na,na,na,na,na,Italia,1,,,
,0001987,Rosso Fermo,,,,,,3,87,3,86,3,88,2019,Rosset Terroir,Valle D'Aosta Pinot Noir 850,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,35-39,Pinot nero 100%,14,1k,nd,8 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0001987-1,Rosso Fermo,0.34,6,0.15,3,3.0,3★,87.0,3★,86.0,3★,88.0,,Rosset Terroir,Valle D'Aosta Pinot Noir 850,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,35-39,Pinot nero 100%,14,1k,nd,8 mesi in botte,,,na,na,na,na,na,Italia,1,,,
,0001989,Rosso Fermo,,,,,,2,84,2,84,nd,nd,2015,Tanteun E Marietta,Valle D'Aosta Pinot Noir R.E.M.,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,15-19,Pinot nero 100%,13,2k,nd,7 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0001989,Rosso Fermo,,,,,,3,86,3,86,nd,nd,2018,Tanteun E Marietta,Valle D'Aosta Pinot Noir R.E.M.,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,10-14,Pinot nero 100%,13,2k,nd,7 mesi in acciaio,,,na,na,na,na,na,Italia,2,,,
,0001989,Rosso Fermo,,,,,,3,86,3,86,nd,nd,2019,Tanteun E Marietta,Valle D'Aosta Pinot Noir R.E.M.,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,15-19,Pinot nero 100%,13,2k,Maialino al forno,7 mesi in acciaio,"Esuberante rosso rubino lucente. Olfatto dominato dai piccoli frutti rossi, per poi espandersi su petali di rosa, cassis e rapa rossa. Chiude l'excursus su una scia minerale. Trama gustativa delineata da tannini delicati, giovanile freschezza e un epilogo appena amaricante. Matura per 7 mesi in acciaio. ",,na,na,na,na,na,Italia,2,,,
,0001989-1,Rosso Fermo,0.79,13,0.78,17,2.7,2★-3★,nd,2★-3★,nd,nd,nd,,Tanteun E Marietta,Valle D'Aosta Pinot Noir R.E.M.,Valle D'Aosta Pinot Noir,,DOC,Valle D'Aosta,15-19,Pinot nero 100%,13,2k,Maialino al forno,7 mesi in acciaio,,,na,na,na,na,na,Italia,1,,,
,0002129,Rosso Fermo,,,,,,3,87,3,87,nd,nd,2018,Cave Gargantua,Valle D'Aosta Rosso Gamaret,Valle D'Aosta Rosso,,DOC,Valle D'Aosta,20-24,Gamaret 100%,14.5,2k,Fontina d'alpeggio,12 mesi in barrique,"Rosso rubino con vive sfumature porpora. Regala inizialmente sentori di mora di bosco e muschio. Seguono cenni speziati, di frutti rossi, grafite, arancia, caffè e liquirizia. Il sorso è avvolgente, equilibrato da una garbata trama tannica, che sfuma in un finale di sapida impronta. Sosta per 12 mesi in barrique di rovere francese. ",,na,na,na,na,na,Italia,2,,,
,0002129,Rosso Fermo,,,,,,3,88.5,5,91,3,86,2019,Cave Gargantua,Valle D'Aosta Rosso Gamaret,Valle D'Aosta Rosso,,DOC,Valle D'Aosta,20-24,Gamaret 100%,14.5,2k,Stracotto di vitello con patate,12 mesi in barrique,"Rosso rubino con lievi cenni purpurei. Al naso nitidi echi di frut- ti di bosco e muschio si fondono con viola e nuance d’arancia, per concludere con cannella e anice stellato. Abbrivio gustativo morbido e avvolgente, la polposità dell'amarena si lega a tannini setosi e fini.",,na,na,na,na,na,Italia,2,,,
,0002129-1,Rosso Fermo,0.68,14,0.62,14,3.0,3★,87.8,3★-5★,89.0,3★,86.0,,Cave Gargantua,Valle D'Aosta Rosso Gamaret,Valle D'Aosta Rosso,,DOC,Valle D'Aosta,20-24,Gamaret 100%,14.5,2k,Fontina d'alpeggio – Stracotto di vitello con patate,12 mesi in barrique,,,na,na,na,na,na,Italia,1,,,
,0002130,Rosso Fermo,,,,,,3,86,2,84,3,88,2015,Cave Gargantua,Valle D'Aosta Rosso Impasse,Valle D'Aosta Rosso,,DOC,Valle D'Aosta,35-39,Merlot 50% – Petit rouge 30% – Fumin 20%,14.5,1k,Tagliere di formaggi e salumi,24 mesi in botte,"Rubino intenso. Si percepiscono toni di ciliegia di Vignola e prugna. La gamma si arricchisce poi di memorie di fiori appassiti, passando per cenni speziati, e concludendo su tabacco e sottobosco. Tannini morbidi al palato, e ritorni di frutti rossi, Tonneau di 2° passaggio per 24 mesi ",,na,na,na,na,na,Italia,2,,,
,0002130,Rosso Fermo,,,,,,3,85,3,85,nd,nd,2016,Cave Gargantua,Valle D'Aosta Rosso Impasse,Valle D'Aosta Rosso,,DOC,Valle D'Aosta,30-34,Merlot 50% – Petit rouge 30% – Fumin 20%,14.5,1k,Filetto di manzo ai frutti di bosco,24 mesi in botte,"Vivace rosso rubino. All'olfatto presenta un ricordo netto di amarena, seguito da fragolina di bosco e tulipani; la cannella e il cioccolato amaro precedono una nuance avvolgente  di tiglio. Sorso grintoso, con un tannino non invadente; un bel bilanciamento gustativo che chiude echi retrolfattivi coerenti. Riposa per 24 mesi in barrique di rovere. ",,na,na,na,na,na,Italia,2,,,
,0002130,Rosso Fermo,,,,,,2,84,2,84,nd,nd,2017,Cave Gargantua,Valle D'Aosta Rosso Impasse,Valle D'Aosta Rosso,,DOC,Valle D'Aosta,30-34,Merlot 50% – Petit rouge 30% – Fumin 20%,14.5,1k,nd,24 mesi in botte,,,na,na,na,na,na,Italia,2,,,
,0002130,Rosso Fermo,,,,,,3,85.5,3,85,3,86,2018,Cave Gargantua,Valle D'Aosta Rosso Impasse,Valle D'Aosta Rosso,,DOC,Valle D'Aosta,20-24,Merlot 50% – Petit rouge 30% – Fumin 20%,15,1k,nd,24 mesi in botte,,,na,na,na,na,na,Italia,2,,,
