Categoria-1,Ref,Valutazione,Anno,Produttore,Nome,Denominazione,Menzioni,Classificazione,Regione,Prezzo,PunteggioMedio,PunteggioAIS,Tipologia,Composizione,Alcol,Bottiglie,Abbinamento,Affinamento,Descrizione,Note,PunteggioGamberoRosso,PunteggioGuida3,PunteggioGuida4,PunteggioGuida5,PunteggioGuida6,PunteggioGuida7,Nazione,Entry,Millesimo,Tecnica,Zucchero,,,,,,,,,,,,,,,,
,0000445,2,2011,Torraccia Di Presura,Chianti Classico Gran Selezione,Chianti Classico,Gran Selezione,DOCG,Toscana,40-44,84,84,Rosso fermo,Sangiovese 100%,14,3k,Pecora in umido,18 mesi in barrique,"Rubino compatto con riflessi di evoluzione sul bordo. Dominano l'olfatto note di frutta rossa sotto spirito, cacao, rosa, viola appassita, tabacco da sigaro, leggeri sbuffi di humus  Il tannino completamente svolto dona alla bocca un perfetto equilibrio gustativo; buona la persistenza dal finale piacevolmente fruttato.",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000445,3,2012,Torraccia Di Presura,Chianti Classico Gran Selezione,Chianti Classico,Gran Selezione,DOCG,Toscana,40-44,86,86,Rosso fermo,Sangiovese 100%,14,3k,Spezzatino con patate,18 mesi in barrique,"Rubino acceso con sfumature granato. Il bouquet apre con sentori minerali di prugna  e mora in confettura, zucchero a velo e curry, seguiti da cannella, pot-pourri di fiori rossi ribes nero, chiodi di garofano, sensazioni di torrefazione e richiami balsamici. L'ingresso al palato è coerente con il naso, poi si sviluppa in equilibrio fra un tannino ricco e una freschezza adeguata. Persistente.",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000445,3,2015,Torraccia Di Presura,Chianti Classico Gran Selezione,Chianti Classico,Gran Selezione,DOCG,Toscana,40-44,86,86,Rosso fermo,Sangiovese 100%,14,3k,nd,18 mesi in barrique,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000445,3,2017,Torraccia Di Presura,Chianti Classico Gran Selezione,Chianti Classico,Gran Selezione,DOCG,Toscana,40-44,86,86,Rosso fermo,Sangiovese 100%,14,3k,Tagliata al pepe verde,18 mesi in barrique,"Rubino luminoso di media intensità. Riferimenti di viola e marasca, sciroppo di mirtillo ed erbe aromatiche appagano l'olfatto; in seconda battuta si palesano chiodi di garofano, tè verde, mirto, malva e sambuco. Al sorso è saporito  e fresco; subito segue il tannino a donare struttura e sapore; chiusura di lunga durata dai ricordi agrumati. ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000445,3,2018,Torraccia Di Presura,Chianti Classico Gran Selezione,Chianti Classico,Gran Selezione,DOCG,Toscana,40-44,86,86,Rosso fermo,Sangiovese 100%,14.5,3k,Carrè di maiale ai frutti di bosco,18 mesi in botte grande,"Livrea rubino. Al naso lampone e ribes sciroppati, viola, rosa tea, sentori di sottobosco, tabacco biondo, legno di cedro ed ematite. Il sorso è teso e vibrante; buona la sinergia tra freschezza e tannino in integrazione, a compensare la nota alcolica. Persistente, in un finale di scorza d'agrume.",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000445-1,2★-3★,,Torraccia Di Presura,Chianti Classico Gran Selezione,Chianti Classico,Gran Selezione,DOCG,Toscana,40-44,na,na,Rosso fermo,Sangiovese 100%,14.5,3k,Pecora in umido – Spezzatino con patate – Tagliata al pepe verde – Carrè di maiale ai frutti di bosco,18 mesi in barrique o botte grande,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000446,2,2015,Torraccia Di Presura,Chianti Classico,Chianti Classico,,DOCG,Toscana,15-19,84,84,Rosso fermo,Sangiovese 90% – Merlot 10%,13,20k,nd,12 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000446,2,2017,Torraccia Di Presura,Chianti Classico,Chianti Classico,,DOCG,Toscana,15-19,84,84,Rosso fermo,Sangiovese 90% – Merlot 10%,13,20k,nd,12 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000446,2,2018,Torraccia Di Presura,Chianti Classico,Chianti Classico,,DOCG,Toscana,15-19,84,84,Rosso fermo,Sangiovese 90% – Merlot 10%,13,20k,nd,12 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000446,3,2019,Torraccia Di Presura,Chianti Classico,Chianti Classico,,DOCG,Toscana,15-19,86,86,Rosso fermo,Sangiovese 90% – Merlot 10%,13,20k,nd,12 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000446-1,2★-3★,,Torraccia Di Presura,Chianti Classico,Chianti Classico,,DOCG,Toscana,15-19,na,na,Rosso fermo,Sangiovese 90% – Merlot 10%,13,20k,nd,12 mesi in botte,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000447,3,2014,Torraccia Di Presura,Chianti Classico Riserva Il Tarocco,Chianti Classico,Riserva,DOCG,Toscana,20-24,85,85,Rosso fermo,Sangiovese 90% – Merlot 10%,13.5,25k,Pappardelle al ragù di papero,12 mesi in barrique,"Veste di rubino compatto e vivace. Al naso attacca su sentori di confettura di mora,  frutti di bosco, mirtilli, fiori rossi macerati, per spostarsi poi su ciliegia sotto spirito, pepe nero, ricordi balsamici e di tè verde. La bocca è in divenire, sorretta da una buona freschezza e  da un tannino scalpitante, con finale duraturo prevalentemente di frutto fragrante. ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000447,2,2015,Torraccia Di Presura,Chianti Classico Riserva Il Tarocco,Chianti Classico,Riserva,DOCG,Toscana,20-24,84,84,Rosso fermo,Sangiovese 90% – Merlot 10%,13.5,25k,nd,15 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000447,3,2016,Torraccia Di Presura,Chianti Classico Riserva Il Tarocco,Chianti Classico,Riserva,DOCG,Toscana,20-24,86,86,Rosso fermo,Sangiovese 90% – Merlot 10%,13.5,25k,Carrè di maiale ai frutti di bosco,15 mesi in botte,"Rubino con riflessi granato. Presenta profumi di arancia sanguinella, menta ed eucalipto, tabacco, pane grigliato, fiori macerati e vaniglia Al gusto è fresco e deciso, il tannino è ancora in via di integrazione, ma già promette positive evoluzioni. Buona persistenza e finale fruttato.",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000447,3,2017,Torraccia Di Presura,Chianti Classico Riserva Il Tarocco,Chianti Classico,Riserva,DOCG,Toscana,20-24,85,85,Rosso fermo,Sangiovese 90% – Merlot 10%,13.5,25k,nd,15 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000447,2,2018,Torraccia Di Presura,Chianti Classico Riserva Il Tarocco,Chianti Classico,Riserva,DOCG,Toscana,20-24,84,84,Rosso fermo,Sangiovese 90% – Merlot 10%,14,25k,nd,15 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000447-1,2★-3★,,Torraccia Di Presura,Chianti Classico Riserva Il Tarocco,Chianti Classico,Riserva,DOCG,Toscana,20-24,na,na,Rosso fermo,Sangiovese 90% – Merlot 10%,14,25k,Pappardelle al ragù di papero – Carrè di maiale ai frutti di bosco,12-15 mesi in barrique o botte grande,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000448,1,2015,Torraccia Di Presura,Chianti Classico Il Tarocco,Chianti Classico,,DOCG,Toscana,15-19,79,79,Rosso fermo,Sangiovese 90% – Canaiolo 10%,13,18k,nd,12 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000448,2,2016,Torraccia Di Presura,Chianti Classico Il Tarocco,Chianti Classico,,DOCG,Toscana,15-19,84,84,Rosso fermo,Sangiovese 90% – Canaiolo 10%,13,160k,nd,12 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000448,2,2017,Torraccia Di Presura,Chianti Classico Il Tarocco,Chianti Classico,,DOCG,Toscana,15-19,84,84,Rosso fermo,Sangiovese 90% – Canaiolo 10%,13,80k,nd,12 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000448,2,2018,Torraccia Di Presura,Chianti Classico Il Tarocco,Chianti Classico,,DOCG,Toscana,15-19,84,84,Rosso fermo,Sangiovese 90% – Canaiolo 10%,13.5,80k,nd,12 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000448,2,2019,Torraccia Di Presura,Chianti Classico Il Tarocco,Chianti Classico,,DOCG,Toscana,15-19,84,84,Rosso fermo,Sangiovese 90% – Canaiolo 10%,13.5,80k,nd,12 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000448-1,1★-2★,,Torraccia Di Presura,Chianti Classico Il Tarocco,Chianti Classico,,DOCG,Toscana,15-19,na,na,Rosso fermo,Sangiovese 90% – Canaiolo 10%,13.5,18k-160k,nd,12 mesi in botte,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000449,3,2018,Val Delle Corti,Chianti Classico,Chianti Classico,,DOCG,Toscana,20-24,86,86,Rosso fermo,Sangiovese 95% – Canaiolo 5%,13,20k,Picanha in crosta di sale,24 mesi in botte,"Vivida veste rubino lieve. Profumi di lampone, ossicocco e iris, accompagnati da sentori di chiodi di garofano, tabacco biondo e cioccolato. Il sorso è snello, dotato di buona freschezza e di tannini vellutati; il frutto è centrale e accompagna il lungo finale con ricordi di ribes e more. ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000449-1,3★,,Val Delle Corti,Chianti Classico,Chianti Classico,,DOCG,Toscana,20-24,na,na,Rosso fermo,Sangiovese 95% – Canaiolo 5%,13,20k,Picanha in crosta di sale,24 mesi in botte,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000450,3,2017,Val Delle Corti,Chianti Classico Riserva,Chianti Classico,Riserva,DOCG,Toscana,35-39,86,86,Rosso fermo,Sangiovese 95% – Canaiolo 5%,14,7k,nd,30 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000450-1,3★,,Val Delle Corti,Chianti Classico Riserva,Chianti Classico,Riserva,DOCG,Toscana,35-39,na,na,Rosso fermo,Sangiovese 95% – Canaiolo 5%,14,7k,nd,30 mesi in botte,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000451,3,2017,Vallepicciola,Chianti Classico Gran Selezione Lapina,Chianti Classico,Gran Selezione,DOCG,Toscana,35-39,86,86,Rosso fermo,Sangiovese 100%,14,9k,nd,24 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000451-1,3★,,Vallepicciola,Chianti Classico Gran Selezione Lapina,Chianti Classico,Gran Selezione,DOCG,Toscana,35-39,na,na,Rosso fermo,Sangiovese 100%,14,9k,nd,24 mesi in botte,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000452,3,2015,Vallepicciola,Chianti Classico,Chianti Classico,,DOCG,Toscana,15-19,86,86,Rosso fermo,Sangiovese 100%,14.5,13k,Peposo all'imprunetina,12 mesi in botte grande,"Rubino compatto. Al naso interpreta perfettamente la tipologia con aromi di ciliegia, viola appassita e sentori di cuoio. Chiude in  un gradevole susseguirsi di cenni speziati di liquirizia, macis e pepe. Austero l'ingresso  in bocca, segnato da un tannino giovane e sferzante, ma che il tempo domerà. Buona la persistenza, dai ritorni ferrosi. ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000452,2,2016,Vallepicciola,Chianti Classico,Chianti Classico,,DOCG,Toscana,15-19,84,84,Rosso fermo,Sangiovese 100%,14.5,32k,nd,12 mesi in botte grande,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000452,2,2017,Vallepicciola,Chianti Classico,Chianti Classico,,DOCG,Toscana,15-19,84,84,Rosso fermo,Sangiovese 100%,14,42k,nd,12 mesi in botte grande,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000452,2,2019,Vallepicciola,Chianti Classico,Chianti Classico,,DOCG,Toscana,15-19,84,84,Rosso fermo,Sangiovese 100%,14,100k,nd,12 mesi in botte grande,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000452-1,2★-3★,,Vallepicciola,Chianti Classico,Chianti Classico,,DOCG,Toscana,15-19,na,na,Rosso fermo,Sangiovese 100%,14,13k-100k,Peposo all'imprunetina,12 mesi in botte grande,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000453,3,2015,Vallepicciola,Chianti Classico Riserva,Chianti Classico,Riserva,DOCG,Toscana,25-29,86,86,Rosso fermo,Sangiovese 100%,14,4k,Ossobuco in umido,18 mesi in botti di varie dimensioni,"Luminoso rosso rubino con cenni granato. Presenze olfattive di more e ribes, poi rabarbaro e una sensazione balsamica corroborante,  che anticipa ricordi di macchia mediterranea, muschio, torrefazione, speziature di pepe nero e liquirizia. Beva appagante, caratterizzata  da un tannino misurato e da freschezza",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000453,3,2016,Vallepicciola,Chianti Classico Riserva,Chianti Classico,Riserva,DOCG,Toscana,25-29,86,86,Rosso fermo,Sangiovese 100%,14.5,23k,Ossobuco di vitello,20 mesi in botte grande,"Rosso rubino compatto. Apre al naso con sentori di confettura di frutti neri e lavanda essiccata, che si allungano su ricordi di arancia, liquirizia, tabacco, torrefazione e cioccolatino alla ciliegia. In bocca la trama tannica risulta abbastanza integrata. Chiude con tracce amaricanti. ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000453-1,3★,,Vallepicciola,Chianti Classico Riserva,Chianti Classico,Riserva,DOCG,Toscana,25-29,na,na,Rosso fermo,Sangiovese 100%,14.5,4k-23k,Ossobuco in umido – Ossobuco di vitello,18-20 mesi in botti di varie dimensioni,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000454,3,2016,Vecchie Terre Di Montefili,Chianti Classico Gran Selezione,Chianti Classico,Gran Selezione,DOCG,Toscana,35-39,86,86,Rosso fermo,Sangiovese 100%,13,5k,nd,22 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000454,3,2017,Vecchie Terre Di Montefili,Chianti Classico Gran Selezione,Chianti Classico,Gran Selezione,DOCG,Toscana,35-39,86,86,Rosso fermo,Sangiovese 100%,13.5,6k,nd,22 mesi in botte,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000454-1,3★,,Vecchie Terre Di Montefili,Chianti Classico Gran Selezione,Chianti Classico,Gran Selezione,DOCG,Toscana,35-39,na,na,Rosso fermo,Sangiovese 100%,13.5,5k-6k,nd,22 mesi in botte,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000455,2,2013,Vecchie Terre Di Montefili,Chianti Classico,Chianti Classico,,DOCG,Toscana,20-24,84,84,Rosso fermo,Sangiovese 100%,13.5,17k,nd,14 mesi in botte grande + 6 mesi in bottiglia,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000455,2,2014,Vecchie Terre Di Montefili,Chianti Classico,Chianti Classico,,DOCG,Toscana,25-29,84,84,Rosso fermo,Sangiovese 100%,13.5,12k,nd,14 mesi in botte grande + 6 mesi in bottiglia,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000455,3,2015,Vecchie Terre Di Montefili,Chianti Classico,Chianti Classico,,DOCG,Toscana,25-29,86,86,Rosso fermo,Sangiovese 100%,14,10k,Tortellini al ragù di papero,14 mesi in botte grande + 6 mesi in bottiglia,"Rubino vivace. Al naso è semplice e diretto, con riconoscimenti di ciliegia e mora in confettura, ribes, petali di rosa e violetta, caffè, cuoio, tabacco, cioccolato ed eucalipto. La struttura, ben supportata da freschezza e dal tannino ancora in evoluzione, assicura un'appagante permanenza. ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000455,3,2016,Vecchie Terre Di Montefili,Chianti Classico,Chianti Classico,,DOCG,Toscana,20-24,85,85,Rosso fermo,Sangiovese 100%,12.5,10k,nd,16 mesi in botte + 6 mesi in bottiglia,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000455,3,2017,Vecchie Terre Di Montefili,Chianti Classico,Chianti Classico,,DOCG,Toscana,20-24,85,85,Rosso fermo,Sangiovese 100%,13,25k,nd,16 mesi in botte + 6 mesi in bottiglia,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000455,3,2018,Vecchie Terre Di Montefili,Chianti Classico,Chianti Classico,,DOCG,Toscana,20-24,86,86,Rosso fermo,Sangiovese 100%,15,19k,nd,16 mesi in botte + 6 mesi in bottiglia,,,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000455-1,2★-3★,,Vecchie Terre Di Montefili,Chianti Classico,Chianti Classico,,DOCG,Toscana,20-24,na,na,Rosso fermo,Sangiovese 100%,15,10k-19k,Tortellini al ragù di papero,14-16 mesi in botti di varie dimensioni + 6 mesi in bottiglia,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000456,4,2015,Vecchie Terre Di Montefili,Chianti Classico Gran Selezione Vigna Vecchia,Chianti Classico,Gran Selezione,DOCG,Toscana,45-49,89,89,Rosso fermo,Sangiovese 100%,14,2k,Guancia di vitello brasata,26 mesi in botte grande + 12 mesi in bottiglia,"Manto rubino dalle cupe densità cromatiche. Al naso rivela profumi scuri di mora, mirtillo  e cassis, ma anche di arancia sanguinella e pesca gialla. Compaiono in seguito sentori di china, pepe verde e una lunga scia balsamica di eucalipto. Al sorso l'alcol è leggermente sopra le righe, tenuto a bada da un tannino zelante  e da un'acidità ben integrata e saporita. Una sottile traccia sapida allunga la persistenza e dona un tocco di eleganza.",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000456,3,2016,Vecchie Terre Di Montefili,Chianti Classico Gran Selezione Vigna Vecchia,Chianti Classico,Gran Selezione,DOCG,Toscana,45-49,86,86,Rosso fermo,Sangiovese 100%,13,2k,Brasato alla Caterina de Medici,26 mesi in botte grande + 12 mesi in bottiglia,"Rubino trasparente e vivo. L'incipit olfattivo, Su tratti di sottobosco, visciola e cacao,  apre la strada a riconoscimenti di tabacco, torrefazione, tè alla menta e cuoio, ricamati da cenni di rosa tea, zenzero, pepe bianco, carrube e mirto. Alla beva sfoggia un'acidità tagliente in simbiosi con un tannino ben tessuto. L'interessante persistenza accompagna  un finale di arancia sanguinella. ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000456-1,3★-4★,,Vecchie Terre Di Montefili,Chianti Classico Gran Selezione Vigna Vecchia,Chianti Classico,Gran Selezione,DOCG,Toscana,45-49,na,na,Rosso fermo,Sangiovese 100%,13,2k,Guancia di vitello brasata – Brasato alla Caterina de Medici,26 mesi in botte grande + 12 mesi in bottiglia,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000457,3,2012,Vecchie Terre Di Montefili,Chianti Classico Riserva,Chianti Classico,Riserva,DOCG,Toscana,30-34,86,86,Rosso fermo,Sangiovese 100%,13.5,4k,Paccheri all'anatra,36 mesi in botte grande + 6 mesi in bottiglia,"Veste rubino. Chiodi di garofano e chinotto aprono la strada a profumi di amarena e susina in confettura, erbe aromatiche, foglia di tè e leggere note vegetali. Al gusto è dinamico, la freschezza e il pregevole tannino ancora in divenire donano slancio e persistenza. Finale leggermente fruttato.",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000457,3,2013,Vecchie Terre Di Montefili,Chianti Classico Riserva,Chianti Classico,Riserva,DOCG,Toscana,35-39,87,87,Rosso fermo,Sangiovese 100%,13.5,4k,Tagliatelle al ragù di anatra,36 mesi in botte grande + 6 mesi in bottiglia,"Rubino intenso di buona trasparenza. Impatto olfattivo varietale di ciliegia in confettura,  viola appassita, mora e mirtillo, sciroppo di ribes, rabarbaro, sottobosco, cacao, menta ed eucalipto. Sorso succoso, con struttura sorretta dall'acidità e dal tannino ben integrato; elegante e duraturo finale di frutta.",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000457,5,2015,Vecchie Terre Di Montefili,Chianti Classico Riserva,Chianti Classico,Riserva,DOCG,Toscana,35-39,91,91,Rosso fermo,Sangiovese 100%,14,10k,Filetto all'alpina,20 mesi in botte grande + 6 mesi in bottiglia,"Rubino di ottima trasparenza e luminosità. Impatto olfattivo dai profumi di piccoli frutti rossi, pot-pourri di fiori, spezie dolci, erbe aromatiche, sottobosco, pino, timo, salvia, gelée di mirtillo, menta, cacao e accenni di legni orientali. Bocca saporita e avvolgente: la freschezza e il tannino, ancora in via di integrazione, si esprimono con dinamicità. Ottima persistenza, gustosa nel finale. ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000457-1,3★-5★,,Vecchie Terre Di Montefili,Chianti Classico Riserva,Chianti Classico,Riserva,DOCG,Toscana,35-39,na,na,Rosso fermo,Sangiovese 100%,14,4k-10k,Paccheri all'anatra – Tagliatelle al ragù di anatra – Filetto all'alpina,20 mesi in botte grande + 6 mesi in bottiglia,,,na,na,na,na,na,na,Italia,1,,,,,,,,,,,,,,,,,,,
,0000458,4,2013,Vignamaggio,Chianti Classico Gran Selezione Monna Lisa,Chianti Classico,Gran Selezione,DOCG,Toscana,25-29,89,89,Rosso fermo,Sangiovese 85% – Cabernet Sauvignon 7% – Merlot 8%,14.5,30k,Fagiano ripieno con salsa al tartufo,20 mesi in botti di varie dimensioni + 12 mesi in bottiglia,"Rubino compatto e luminoso. Profumi intensi di sottobosco, terra e torrefazione si fondono a ricordi di amarena e cioccolato, alloro, anice stellato, cannella e coriandolo, integrati da sfumature balsamiche e di legno di cedro. Potente e vigoroso, avvolge l'ottima struttura segnata dal tannino in perfetta esecuzione e dalla freschezza che tiene a bada l'irruenza della nota calorica. Persistente ed espressivo nel finale fruttato. ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
,0000458,3,2015,Vignamaggio,Chianti Classico Gran Selezione Monna Lisa,Chianti Classico,Gran Selezione,DOCG,Toscana,25-29,86,86,Rosso fermo,Sangiovese 90% – Cabernet Sauvignon 5% – Merlot 5%,14,15k,Arista alle prugne,18 mesi in botti di varie dimensioni + 12 mesi in bottiglia,"Manto rubino con orlo granato. L'incipit olfattivo ricorda fiori rossi, viola mammola e iris, per poi cedere il passo a lampone, ribes nero e mora. Arricchiscono il profilo pepe di Sichuan, scatola da sigaro e rabarbaro. Il percorso gustativo  è in divenire, teso tra freschezza e tannino; successione di buona persistenza, dai ritorni di cacao e arancia. ",,na,na,na,na,na,na,Italia,2,,,,,,,,,,,,,,,,,,,
