Categoria-1,Ref,OLDRS,RS,RAWQP,QP,MediaGrezza,Anno,Menzioni,Nome,Classificazione,Denominazione,Produttore,Regione,Valutazione,Prezzo,Composizione,Abbinamento,PunteggioMedio,ValutazioneAIS,AIS,ValutazioneGR,GR,Tipologia,Alcol,Bottiglie,Affinamento,Descrizione,Note,Nazione,V,Q,Millesimo,Tecnica,Zucchero,Entry
,0000909,,,,,,2014,Terlo,Barolo Terlo,DOCG,Barolo,L'Astemia Pentita,Piemonte,3,65-69,Nebbiolo 100%,Faraona alle erbe,86,,86,,na,Rosso fermo,14,1k,36 mesi in botte grande,"Manto rosso granato. All'olfatto è caratterizzato da sentori floreali di  rosa e viola, con note di genepì ed  erbe di montagna, cui si aggiungono riconoscimenti di piccoli frutti rossi. In bocca si rivela sottile, con un tannino ancora rigido, figlio di una vendemmia complessa. Riposa per 36 mesi in botte arande. ",,Italia,,,,,,2
,0000909,,,,,,2015,Terlo,Barolo Terlo,DOCG,Barolo,L'Astemia Pentita,Piemonte,3,70-74,Nebbiolo 100%,Fricandò con patate,86,,86,,na,Rosso fermo,14.5,1k,36 mesi in botte grande,"Manto rosso granato. Grande intensità e balsamicità: riconoscimenti di frutta in confettura si uniscono a tostature  e spezie, liquirizia e cacao. Al palato  la sostanza non manca, il tannino giovane non lascia spazio a percezioni amarognole e la chiusura è molto appagante. Matura per 36 mesi in botti da 25 ettolitri ",,Italia,,,,,,2
,0000909,,,,,,2016,Terlo,Barolo Terlo,DOCG,Barolo,L'Astemia Pentita,Piemonte,4,70-74,Nebbiolo 100%,Costolette di agnello alle erbe,90,,90,,na,Rosso fermo,14.5,1k,36 mesi in botte grande,"|Granaîo compatto e luminoso. Al naso si sprigionano intense suggestioni mentolate, che avvolgono l'ampio bouquet floreale di rose e viole e i profumi intensi di more in confettura; fanno seguito delicate tracce di timo, spezie, caffè e cacao. In bocca è potente, ma grazie alla spiccata acidità regala allo stesso tempo una beva rinfrescante. Il tannino, ancora giovane, accompagna il lungo finale sapido e balsamico. Sosta per 36 mesi in botti da 25 ettolitri. ",,Italia,,,,,,2
,0000909,,,,,,2017,Terlo,Barolo Terlo,DOCG,Barolo,L'Astemia Pentita,Piemonte,5,70-74,Nebbiolo 100%,T-Bone di scottona con patate,91,,91,,na,Rosso fermo,14.5,1k,36 mesi in botte grande,"Granato luminoso. Esordisce con intensi profumi balsamici che lasciano il passo a note di confettura di visciole, violetta, liquirizia, spezie officinali, aghi di pino e radice. Il sorso è coinvolgente. Il tannino lascia spazio all'acidità che agevola la beva di questo vino robusto, di grande personalità.",,Italia,,,,,,2
IN,0000909-1,5.00,28,0.39,15,3.6,,Terlo,Barolo Terlo,DOCG,Barolo,L'Astemia Pentita,Piemonte,3★-5★,70-74,Nebbiolo 100%,Carrè di vitello – Faraona alle erbe – Fricandò con patate – Costolette di agnello alle erbe – T-Bone di scottona con patate,na,,na,,na,Rosso fermo,14.5,1k-3k,36 mesi in botte grande,,,Italia,,,,,,1
,0000913,,,,,,2013,Terlo – Riserva ,Barolo Terlo Riserva,DOCG,Barolo,L'Astemia Pentita,Piemonte,3,85-89,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14,1k,-,,,Italia,,,,,,2
IN,0000913-1,0.34,2,0.02,1,3.0,,Terlo – Riserva ,Barolo Terlo Riserva,DOCG,Barolo,L'Astemia Pentita,Piemonte,3★,85-89,Nebbiolo 100%,nd,na,,na,,na,Rosso fermo,14,1k,-,,,Italia,,,,,,1
,0001136,,,,,,2014,,Barolo,DOCG,Barolo,La Fusina,Piemonte,3,30-34,Nebbiolo 100%,Agnello al forno,86,,86,,na,Rosso fermo,14,3k,30 mesi in tonneau,"Granato quasi trasparente. All'olfatto emergono presenze di confettura di mora, mirtillo, liquirizia, foglie secche, tostature e polvere di cacao. Il sorso è fresco, accompagnato da tannini nobili e gentili, e si protrae a lungo su cenni speziati. Sosta per 30 mesi in tonneau. ",,Italia,,,,,,2
,0001136,,,,,,2015,Perno,Barolo Perno,DOCG,Barolo,La Fusina,Piemonte,3,35-39,Nebbiolo 100%,Uova in cocotte con funduta e tartufo,86,,86,,na,Rosso fermo,14.5,5k,30 mesi in tonneau,"Rubino scuro tendente al granato. AI naso si percepiscono intensi ricordi di frutta scura e confettura, gelsi, cassis, ribes, prugna, oltre a tracce floreali di viole, sambuco e delicati profumi tostati In bocca è caldo e avvolgente, con un tannino ancora giovane ma già domato. Il finale è ricco di ritorni fruttati su una lieve scia sapida. Riposa per 30 mesi in tonneau e affina per 12 in bottiglia ",,Italia,,,,,,2
,0001136,,,,,,2016,Perno,Barolo Perno,DOCG,Barolo,La Fusina,Piemonte,3,25-29,Nebbiolo 100%,Costata di vitello alla griglia,86,,86,,na,Rosso fermo,14.5,3k,30 mesi in tonneau,"Granato con qualche riflesso rubino. Esordio all'insegna della frutta, con lamponi e ciliegie, fragoline di bosco e ribes. L'ambito floreale suggerisce  la caramella alla violetta, mentre  sono morbide le spezie e attenuate le sensazioni fumé. Volume ampio, beva gentile, con tannino già perfettamente integrato. Il congedo è affidato alla persistenza di pesca e pot-pourri Sosta per 30 mesi in tonneau di rovere francese. ",,Italia,,,,,,2
,0001136,,,,,,2017,Perno,Barolo Perno,DOCG,Barolo,La Fusina,Piemonte,3,30-34,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14,7k,30 mesi in tonneau,,,Italia,,,,,,2
IN,0001136-1,1.35,8,0.24,9,3.0,,Perno,Barolo Perno,DOCG,Barolo,La Fusina,Piemonte,3★,30-34,Nebbiolo 100%,Agnello al forno – Uova in cocotte con funduta e tartufo – Costata di vitello alla griglia,na,,na,,na,Rosso fermo,14,3k-7k,30 mesi in tonneau,,"Dal 2015 è stata aggiunta la MGA ""Perno"" ",Italia,,,,,,1
,0001444,,,,,,2012,Bordini,Barbaresco Bordini,DOCG,Barbaresco,La Spinetta,Piemonte,3,30-34,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14.5,6k,18 mesi in botte,,,Italia,,,,,,2
,0001444,,,,,,2014,Bordini,Barbaresco Bordini,DOCG,Barbaresco,La Spinetta,Piemonte,3,50-54,Nebbiolo 100%,nd,87,,87,,na,Rosso fermo,14.5,18k,18 mesi in botte,,,Italia,,,,,,2
,0001444,,,,,,2015,Bordini,Barbaresco Bordini,DOCG,Barbaresco,La Spinetta,Piemonte,3,45-49,Nebbiolo 100%,nd,87,,87,,na,Rosso fermo,14.5,13k,18 mesi in botte,,,Italia,,,,,,2
,0001444,,,,,,2016,Bordini,Barbaresco Bordini,DOCG,Barbaresco,La Spinetta,Piemonte,3,45-49,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14.5,12k,18 mesi in botte,,,Italia,,,,,,2
,0001444,,,,,,2017,Bordini,Barbaresco Bordini,DOCG,Barbaresco,La Spinetta,Piemonte,3,60-64,Nebbiolo 100%,nd,87,,87,,na,Rosso fermo,14.5,12k,18 mesi in botte,,,Italia,,,,,,2
IN,0001444-1,1.69,9,0.15,8,3.0,,Bordini,Barbaresco Bordini,DOCG,Barbaresco,La Spinetta,Piemonte,3★,60-64,Nebbiolo 100%,nd,na,,na,,na,Rosso fermo,14.5,6k-18k,18 mesi in botte,,,Italia,,,,,,1
,0001443,,,,,,2013,Gallina,Barbaresco Gallina,DOCG,Barbaresco,La Spinetta,Piemonte,3,125-149,Nebbiolo 100%,nd,87,,87,,na,Rosso fermo,14.5,6k,18 mesi in botte,,,Italia,,,,,,2
,0001443,,,,,,2014,Gallina,Barbaresco Gallina,DOCG,Barbaresco,La Spinetta,Piemonte,4,125-149,Nebbiolo 100%,nd,89,,89,,na,Rosso fermo,14.5,6k,18 mesi in botte,,,Italia,,,,,,2
,0001443,,,,,,2015,Gallina,Barbaresco Gallina,DOCG,Barbaresco,La Spinetta,Piemonte,3,125-149,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14.5,11k,18 mesi in botte,,,Italia,,,,,,2
,0001443,,,,,,2016,Gallina,Barbaresco Gallina,DOCG,Barbaresco,La Spinetta,Piemonte,3,125-149,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14.5,8k,18 mesi in botte,,,Italia,,,,,,2
,0001443,,,,,,2017,Gallina,Barbaresco Gallina,DOCG,Barbaresco,La Spinetta,Piemonte,3,125-149,Nebbiolo 100%,nd,87,,87,,na,Rosso fermo,14.5,10k,18 mesi in botte,,,Italia,,,,,,2
,0001443,,,,,,2018,Gallina,Barbaresco Gallina,DOCG,Barbaresco,La Spinetta,Piemonte,3,125-149,Nebbiolo 100%,nd,88,,88,,na,Rosso fermo,14.5,6k,18 mesi in botte,,,Italia,,,,,,2
IN,0001443-1,2.69,15,0.11,5,3.2,,Gallina,Barbaresco Gallina,DOCG,Barbaresco,La Spinetta,Piemonte,3★-4★,125-149,Nebbiolo 100%,nd,na,,na,,na,Rosso fermo,14.5,6k-11k,18 mesi in botte,,,Italia,,,,,,1
,0001442,,,,,,2017,,Barbaresco Vigneto Campè,DOCG,Barbaresco,La Spinetta,Piemonte,5,125-149,Nebbiolo 100%,Tagliata di cervo al ribes nero,93,,93,,na,Rosso fermo,14.5,5k,21 mesi in botte,"Granato fitto e olfazione profonda, in cui emergono franchi pro- fumi di lampone macerato, eucalipto e aghi di pino, intuizioni ve- getali e d'anice stellato. Il sorso è vigoroso, caldo, integro nella scansione fruttata, eccellente per qualità e quantità di tannini, di persistenza impressionante. ",,Italia,,,,,,2
IN,0001442-1,2.98,17,0.12,6,5.0,,,Barbaresco Vigneto Campè,DOCG,Barbaresco,La Spinetta,Piemonte,5★,125-149,Nebbiolo 100%,Tagliata di cervo al ribes nero,na,,na,,na,Rosso fermo,14.5,5k,21 mesi in botte,,,Italia,,,,,,1
,0001446,,,,,,2017,,Barbaresco Vigneto Garretti,DOCG,Barbaresco,La Spinetta,Piemonte,3,50-54,Nebbiolo 100%,nd,87,,87,,na,Rosso fermo,14.5,11k,-,,,Italia,,,,,,2
IN,0001446-1,0.34,2,0.04,2,3.0,,,Barbaresco Vigneto Garretti,DOCG,Barbaresco,La Spinetta,Piemonte,3★,50-54,Nebbiolo 100%,nd,na,,na,,na,Rosso fermo,14.5,11k,-,,,Italia,,,,,,1
,0001441,,,,,,2013,Starderi,Barbaresco Vigneto Starderi,DOCG,Barbaresco,La Spinetta,Piemonte,3,100-124,Nebbiolo 100%,nd,87,,87,,na,Rosso fermo,14.5,6k,22 mesi in barrique,,,Italia,,,,,,2
,0001441,,,,,,2014,Starderi,Barbaresco Vigneto Starderi,DOCG,Barbaresco,La Spinetta,Piemonte,3,125-149,Nebbiolo 100%,nd,88,,88,,na,Rosso fermo,14.5,6k,22 mesi in barrique,,,Italia,,,,,,2
,0001441,,,,,,2015,Starderi,Barbaresco Vigneto Starderi,DOCG,Barbaresco,La Spinetta,Piemonte,4,125-149,Nebbiolo 100%,Guancia di vitello brasato,90,,90,,na,Rosso fermo,14.5,6k,22 mesi in barrique,"Solenne granato. C'è ancora chi mette in dubbio l'influenza di terreni, clima  ed esposizione delle grandi vigne di Langa. Ebbene, tra Neive e Treiso è un mondo diverso: un olfatto punteggiato da deliziosi riconoscimenti d'erbe aromatiche, come rosmarino, timo e melissa, fa da cornice al ribes rosso e  al melograno. Spezie freschissime, ga va sans dire. Espansivo anche al palato, esuberante, caldo, potente, di eccellente qualità tannica. Non molla mai, anche al retrolfatto. Sosta in barrique per 22 mesi. ",,Italia,,,,,,2
,0001441,,,,,,2016,Starderi,Barbaresco Vigneto Starderi,DOCG,Barbaresco,La Spinetta,Piemonte,4,125-149,Nebbiolo 100%,nd,90,,90,,na,Rosso fermo,14.5,6k,19 mesi in barrique,,,Italia,,,,,,2
,0001441,,,,,,2017,Starderi,Barbaresco Vigneto Starderi,DOCG,Barbaresco,La Spinetta,Piemonte,5,125-149,Nebbiolo 100%,nd,93,,93,,na,Rosso fermo,14.5,10k,19 mesi in barrique,,,Italia,,,,,,2
,0001441,,,,,,2018,Starderi,Barbaresco Vigneto Starderi,DOCG,Barbaresco,La Spinetta,Piemonte,5,125-149,Nebbiolo 100%,Rotolo di agnello allo Stilton,95,,95,,na,Rosso fermo,14.5,6k,19 mesi in barrique,"Granato. Tra i Barbaresco, il più ""rivettiano"": cenni vegetali, poi fragola, variegati balsamici, viola, delicate spezie, punteggiatura d'erbe aromatiche. In bocca dà il meglio, con una progressione solenne in cui tannini e succosità si spalleggiano in equilibrio di- namico, che non sembra finire mai.",,Italia,,,,,,2
IN,0001441-1,8.64,48,0.35,18,4.0,,Starderi,Barbaresco Vigneto Starderi,DOCG,Barbaresco,La Spinetta,Piemonte,3★-5★,125-149,Nebbiolo 100%,Guancia di vitello brasato – Rotolo di agnello allo Stilton,na,,na,,na,Rosso fermo,14.5,6k-10k,19-22 mesi in barrique,,,Italia,,,,,,1
,0001445,,,,,,2013,Valeirano,Barbaresco Vigneto Valeirano,DOCG,Barbaresco,La Spinetta,Piemonte,5,100-124,Nebbiolo 100%,Lepre in umido ai porcini,93,,93,,na,Rosso fermo,14.5,7k,22 mesi in barrique,"Sfavillio di granato. Conferma, da giovane, l'elegantissimo profilo del Riserva, che dunque è un marchio  del cru: intense sensazioni di menta  e conifera, intrusioni mineral-ferrose, fragola macerata e melograno. Caldo ma reso dinamico da una giusta tensione acida, ha dalla sua una trama tannica perfetta (forza, aerea finezza, gusto) e pure una scia sapida in coda, che rende il finale da ricordare. Ancora molto fruttato al retrolfattivo. Barrique, e non sentirla. ",,Italia,,,,,,2
,0001445,,,,,,2014,Valeirano,Barbaresco Vigneto Valeirano,DOCG,Barbaresco,La Spinetta,Piemonte,5,125-149,Nebbiolo 100%,Risotto alla beccaccia,92,,92,,na,Rosso fermo,14.5,7k,22 mesi in barrique,"| Granato fitto. La consueta sinfonia olfattiva: gelatina di ribes rosso, ampi orizzonti balsamici, sensazioni vegetali fresche e piacevoli d'ispirazione nordica, sfaccettate eleganze di spezie, tocco di rabarbaro. E sì che è appena all'inizio. È un piacere quasi intellettuale riconoscere la grana fredda ma mai severa dei tannini di questo splendido cru; progressione gustativa ampia e forte, lunghissima, di finezza superiore Matura in barrique per 22 mesi. ",,Italia,,,,,,2
,0001445,,,,,,2015,Valeirano,Barbaresco Vigneto Valeirano,DOCG,Barbaresco,La Spinetta,Piemonte,5,125-149,Nebbiolo 100%,Piccione arrosto,92,,92,,na,Rosso fermo,14.5,7k,22 mesi in barrique,"Granato scuro. Nel confronto con gli altri cru si smarca per i suoi caratteri nordici, che all'olfatto si manifestano in sensazioni ferrigne e d'eucalipto, franche e intense di piccoli frutti rossi, con contorno speziato fresco, di elegante austerità. Il carattere distintivo del Valeirano, però, emerge nella qualità e nel gusto dei tannini: mano d'acciaio  in guanto di velluto, a sostenere un'architettura gustativa potente, calda. Equilibrio sontuoso e severo, che durerà nel tempo. Riposa in barrique per 22 mesi. ",,Italia,,,,,,2
,0001445,,,,,,2016,Valeirano,Barbaresco Vigneto Valeirano,DOCG,Barbaresco,La Spinetta,Piemonte,5,125-149,Nebbiolo 100%,Petto d'anatra al roquefort,91,,91,,na,Rosso fermo,14.5,7k,22 mesi in barrique,"Granato fitto. Profumi di lampone e ribes rosso introducono un quadro nordico, rarefatto, in cui si riconoscono sensazioni di conifera, tracce balsamiche e noce moscata. Al palato non lesina potenza e robustezza tannica, eppure l'equilibrio tattile è vicinissimo. Un sorso di struttura superiore, che per molti aspetti si avvicina alla maestosità di un Barolo. Riposa per 22 mesi in barrique. ",,Italia,,,,,,2
,0001445,,,,,,2017,Valeirano,Barbaresco Vigneto Valeirano,DOCG,Barbaresco,La Spinetta,Piemonte,5,125-149,Nebbiolo 100%,Cinghiale al finocchietto selvatico,91,,91,,na,Rosso fermo,14.5,7k,22 mesi in barrique,"Granato intenso. Profumo di mora, abetaia e sottobosco, menta, lievi tratti vegetali, balsamico. Dei tre cru è come sempre il più nordico, ma pure il più profondo e seducente, nella sua algida, raffinata perfezione. | tannini, gustosi e tosti, l'avvicinano a un Barolo, il sorso è lunghissimo. Potenziale grande, non delimitabile nel tempo. Sosta per 22 mesi in barrique ",,Italia,,,,,,2
IN,0001445-1,14.91,83,0.61,30,5.0,,Valeirano,Barbaresco Vigneto Valeirano,DOCG,Barbaresco,La Spinetta,Piemonte,5★,125-149,Nebbiolo 100%,Lepre in umido ai porcini – Risotto alla beccaccia – Piccione arrosto – Petto d'anatra al roquefort – Cinghiale al finocchietto selvatico,na,,na,,na,Rosso fermo,14.5,7k,22 mesi in barrique,,,Italia,,,,,,1
,0001137,,,,,,2012,,Barolo Vigneto Campè,DOCG,Barolo,La Spinetta,Piemonte,4,125-149,Nebbiolo 100%,nd,90,,90,,na,Rosso fermo,14.5,6k,24 mesi in barrique,,,Italia,,,,,,2
,0001137,,,,,,2013,,Barolo Vigneto Campè,DOCG,Barolo,La Spinetta,Piemonte,5,125-149,Nebbiolo 100%,Pernice al tartufo,92,,92,,na,Rosso fermo,14.5,8k,24 mesi in barrique,"Granato scuro, lucente. Intriga, profondo: confettura di fragoline e ribes, ginepro, chiodi di garofano, balsamico e mentolato, illeggiadrito da nuance  di viola e iris. La struttura superiore, estratta con virile misura, si fonda su un'impalcatura tannica solida, su una spinta alcolica che non prevarica e su una prolungata, sontuosa continuità fruttata. In barrique per 2 anni ",,Italia,,,,,,2
,0001137,,,,,,2014,,Barolo Vigneto Campè,DOCG,Barolo,La Spinetta,Piemonte,5,125-149,Nebbiolo 100%,Scamone di fassone con funghi,92,,92,,na,Rosso fermo,14.5,8k,24 mesi in barrique,"Granato intenso. Il nebbiolo di Grinzane, su cui veglia l'aura benevola di Camillo Cavour, che di queste vigne è stato il proprietario, il mentore, il valorizzatore, esprime le sue giovanili preziosità, fruttate di fragola, speziate di noce moscata e floreali. Su tutto aleggia  un balsamico sentore di conifera,  che rende l'insieme raffinato, già di grande complessità, eppure giovane  e scintillante. Sorso potente, nobile  e formidabile nei tannini, generoso nelle riproposizioni di frutta, con un lunghissimo, sapiente equilibrio. Matura in barrique per 24 mesi. ",,Italia,,,,,,2
,0001137,,,,,,2015,,Barolo Vigneto Campè,DOCG,Barolo,La Spinetta,Piemonte,4,125-149,Nebbiolo 100%,Sella di agnello ai porcini,90,,90,,na,Rosso fermo,14.5,6k,24 mesi in barrique,"Granato scuro. Fragoline macerate, menta, iris, liquirizia, ginepro, noce moscata, sensazioni terragne e minerali è all'inizio di una lunga vita, ma che espressività! La fase gustativa non è da meno; sontuoso, non mostra i muscoli, ma rilascia la sua forza (alcolica, tannica, strutturale) con gradualità, con una progressione avvolgente. Finale lunghissimo e raffinato. Giovane, ma già godibile. In barrique per 2 anni ",,Italia,,,,,,2
,0001137,,,,,,2016,,Barolo Vigneto Campè,DOCG,Barolo,La Spinetta,Piemonte,4,125-149,Nebbiolo 100%,Carbonada,90,,90,,na,Rosso fermo,14.5,9k,24 mesi in barrique,"Granato. La profondità del Barolo si impone subito: profumi agrumati, di spezie scure, terra ferriginosa, viola, mentolo e una punta di cacao. Bocca di potenza e ampiezza superiori, sUCCOsSa e fruttata sempre, eccellente nella gestione dei tannini, di grintosa setosità, molto persistente. Impressionante. In barrique per 2 anni. ",,Italia,,,,,,2
,0001137,,,,,,2017,,Barolo Vigneto Campè,DOCG,Barolo,La Spinetta,Piemonte,5,125-149,Nebbiolo 100%,Tagliata di cervo al ribes nero,93,,93,,na,Rosso fermo,14.5,5k,21 mesi in barrique,"Granato fitto e olfazione profonda, in cui emergono franchi pro- fumi di lampone macerato, eucalipto e aghi di pino, intuizioni ve- getali e d'anice stellato. Il sorso è vigoroso, caldo, integro nella scansione fruttata, eccellente per qualità e quantità di tannini, di persistenza impressionante.",,Italia,,,,,,2
IN,0001137-1,11.95,67,0.49,18,4.5,,,Barolo Vigneto Campè,DOCG,Barolo,La Spinetta,Piemonte,4★-5★,125-149,Nebbiolo 100%,Pernice al tartufo – Scamone di fassone con funghi – Sella di agnello ai porcini – Carbonada – Tagliata di cervo al ribes nero,na,,na,,na,Rosso fermo,14.5,5k-9k,21 mesi in barrique,,,Italia,,,,,,1
,0001138,,,,,,2012,Garretti,Barolo Vigneto Garretti,DOCG,Barolo,La Spinetta,Piemonte,3,50-54,Nebbiolo 100%,nd,86,,86,,na,Rosso fermo,14.5,10k,-,,,Italia,,,,,,2
,0001138,,,,,,2013,Garretti,Barolo Vigneto Garretti,DOCG,Barolo,La Spinetta,Piemonte,3,50-54,Nebbiolo 100%,nd,87,,87,,na,Rosso fermo,14.5,9k,-,,,Italia,,,,,,2
,0001138,,,,,,2016,Garretti,Barolo Vigneto Garretti,DOCG,Barolo,La Spinetta,Piemonte,3,50-54,Nebbiolo 100%,nd,87,,87,,na,Rosso fermo,14.5,11k,-,,,Italia,,,,,,2
IN,0001138-1,1.02,6,0.11,4,3.0,,Garretti,Barolo Vigneto Garretti,DOCG,Barolo,La Spinetta,Piemonte,3★,50-54,Nebbiolo 100%,nd,na,,na,,na,Rosso fermo,14.5,9k-11k,-,,,Italia,,,,,,1
,0001071,,,,,,2010,Bussia – Riserva ,Barolo Bussia Riserva,DOCG,Barolo,Livia Fontana,Piemonte,5,55-59,Nebbiolo 100%,Scamone con funghi porcini,93,,93,,na,Rosso fermo,14,2k,36 mesi in botte grande,"Tratto olfattivo di grande fascino, complesso, ampio, fitto di profumi old style che dai più autentici sentori del Nebbiolo giungono fino a succose e pure sensazioni fruttate. In ordine: bacche, fiori appassiti, come rosa e violetta, radici, erbe, liquirizia, poi lampone e ciliegia, confetture, fragola fresca e  in composta. Un naso scintillante a  cui risponde bene il gusto, giusto ed equilibrato, scorrevole nonostante la struttura, fitto di tannini maturi e lungo in sapore. Un gran bel classico! Riposa per 36 mesi in botti di rovere francese di medie dimensioni. ",,Italia,,,,,,2
,0001071,,,,,,2011,Bussia – Riserva ,Barolo Bussia Riserva,DOCG,Barolo,Livia Fontana,Piemonte,5,60-64,Nebbiolo 100%,Stinco di vitello al forno,94,,94,,na,Rosso fermo,14.5,2k,32 mesi in botte grande,"Una Riserva di Bussia davvero eccellente. Il naso è copioso, fitto  di sensazioni floreali e speziate di pregio e in splendida definizione:  erbe aromatiche, menta, radice di liquirizia, foglie secche, noce moscata. Poi scioglie il frutto e libera il meglio, lasciando note di frutta polposa e succosa, tra cui ciliegia, lampone, ribes in confettura. Al gusto conferma il vigore e la prestanza della Bussia: è potente ma morbido, fresco negli acidi e ricco di tannini mordaci. Super. Fermenta in acciaio e matura in botti grandi per 32 mesi. Prima annata prodotta: 2009. ",,Italia,,,,,,2
